,regime,Bull,Bear,Crisis
2014-08-22,Bear,0.005367937728224671,0.9946320622717256,6.706774955515262e-30
2014-08-25,Bear,0.005367937728224671,0.9946320622717256,6.706774955515262e-30
2014-08-26,Bear,0.005367937728224671,0.9946320622717256,6.706774955515262e-30
2014-08-27,Bear,0.005367937728224671,0.9946320622717256,6.706774955515262e-30
2014-08-28,Bear,0.005367937728224671,0.9946320622717256,6.706774955515262e-30
2014-09-01,Bear,0.005367937728224671,0.9946320622717256,6.706774955515262e-30
2014-09-02,Bear,0.005367937728224671,0.9946320622717256,6.706774955515262e-30
2014-09-03,Bear,0.005367937728224671,0.9946320622717256,6.706774955515262e-30
2014-09-04,Bear,0.005367937728224671,0.9946320622717256,6.706774955515262e-30
2014-09-05,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-09-08,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-09-09,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-09-10,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-09-11,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-09-12,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-09-15,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-09-16,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-09-17,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-09-18,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-09-19,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-09-22,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-09-23,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-09-24,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-09-25,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-09-26,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-09-29,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-09-30,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-10-01,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-10-07,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-10-08,Bear,0.0007548654511657731,0.999245134548902,3.629688845245676e-61
2014-10-09,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-10-10,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-10-13,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-10-14,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-10-15,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-10-16,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-10-17,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-10-20,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-10-21,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-10-22,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-10-27,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-10-28,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-10-29,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-10-30,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-10-31,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-11-03,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-11-05,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-11-07,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-11-10,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-11-11,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-11-12,Bull,0.6263243853163507,0.3736655878823283,1.002680114092543e-05
2014-11-13,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-11-14,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-11-17,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-11-18,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-11-19,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-11-20,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-11-21,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-11-24,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-11-25,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-11-26,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-11-27,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-11-28,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-12-01,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-12-02,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-12-03,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-12-04,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-12-05,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-12-08,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-12-09,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-12-10,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-12-11,Crisis,2.823362358143157e-35,7.05973662135733e-09,0.9999999929400474
2014-12-12,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2014-12-15,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2014-12-16,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2014-12-17,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2014-12-18,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2014-12-19,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2014-12-22,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2014-12-23,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2014-12-24,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2014-12-26,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2014-12-29,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2014-12-30,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2014-12-31,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2015-01-01,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2015-01-02,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2015-01-05,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2015-01-06,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2015-01-07,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2015-01-08,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2015-01-09,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2015-01-12,Bear,3.244596859008718e-70,0.9998247856383524,0.00017521436169136984
2015-01-13,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-01-14,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-01-15,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-01-16,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-01-19,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-01-20,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-01-21,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-01-22,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-01-23,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-01-27,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-01-28,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-01-29,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-01-30,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-02-02,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-02-03,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-02-04,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-02-05,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-02-06,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-02-09,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-02-10,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-02-11,Crisis,5.4267502040578864e-17,4.804166995489453e-07,0.999999519583186
2015-02-12,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-02-13,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-02-16,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-02-18,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-02-19,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-02-20,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-02-23,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-02-24,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-02-25,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-02-26,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-02-27,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-03-02,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-03-03,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-03-04,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-03-05,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-03-09,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-03-10,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-03-11,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-03-12,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-03-13,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-03-16,Bull,0.8955306879078929,0.10432193353408171,0.000147378558232052
2015-03-17,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-03-18,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-03-19,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-03-20,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-03-23,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-03-24,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-03-25,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-03-26,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-03-27,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-03-30,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-03-31,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-04-01,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-04-06,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-04-07,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-04-08,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-04-09,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-04-10,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-04-13,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-04-15,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-04-16,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-04-17,Crisis,1.8363727966719311e-10,1.1052659926301388e-05,0.9999889471563725
2015-04-20,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-04-21,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-04-22,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-04-23,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-04-24,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-04-27,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-04-28,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-04-29,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-04-30,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-05-04,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-05-05,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-05-06,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-05-07,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-05-08,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-05-11,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-05-12,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-05-13,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-05-14,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-05-15,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-05-18,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-05-19,Crisis,7.980892755535133e-10,1.6584870572553288e-08,0.9999999826170552
2015-05-20,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-05-21,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-05-22,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-05-25,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-05-26,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-05-27,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-05-28,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-05-29,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-06-01,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-06-02,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-06-03,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-06-04,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-06-05,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-06-08,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-06-09,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-06-10,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-06-11,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-06-12,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-06-15,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-06-16,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-06-17,Crisis,2.884189215914931e-11,5.430587494446264e-10,0.9999999994281552
2015-06-18,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-06-19,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-06-22,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-06-23,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-06-24,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-06-25,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-06-26,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-06-29,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-06-30,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-07-01,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-07-02,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-07-03,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-07-06,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-07-07,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-07-08,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-07-09,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-07-10,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-07-13,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-07-14,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-07-15,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-07-16,Crisis,0.0037226842132351244,5.997694535807409e-14,0.9962773157867628
2015-07-17,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-07-20,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-07-21,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-07-22,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-07-23,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-07-24,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-07-27,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-07-28,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-07-29,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-07-30,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-07-31,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-08-03,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-08-04,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-08-05,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-08-06,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-08-07,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-08-10,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-08-11,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-08-12,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-08-13,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-08-14,Bull,0.9999452947243264,1.25397527080025e-07,5.457987821119484e-05
2015-08-17,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-08-18,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-08-19,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-08-20,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-08-21,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-08-24,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-08-25,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-08-26,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-08-27,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-08-28,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-08-31,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-09-01,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-09-02,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-09-03,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-09-04,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-09-07,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-09-08,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-09-09,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-09-10,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-09-11,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-09-14,Bull,0.9180697401704305,1.4678925253031787e-35,0.08193025982967818
2015-09-15,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-09-16,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-09-18,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-09-21,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-09-22,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-09-23,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-09-24,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-09-28,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-09-29,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-09-30,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-10-01,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-10-05,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-10-06,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-10-07,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-10-08,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-10-09,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-10-12,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-10-13,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-10-14,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-10-15,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-10-16,Crisis,3.460096322537013e-13,9.532511883922886e-17,0.9999999999995453
2015-10-19,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-10-20,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-10-21,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-10-23,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-10-26,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-10-27,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-10-28,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-10-29,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-10-30,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-11-02,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-11-03,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-11-04,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-11-05,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-11-06,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-11-09,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-11-10,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-11-13,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-11-16,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-11-17,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-11-18,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-11-19,Bull,0.9999884264865507,1.1573504094796593e-05,9.38966243935541e-12
2015-11-20,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-11-23,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-11-24,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-11-26,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-11-27,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-11-30,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-12-01,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-12-02,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-12-03,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-12-04,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-12-07,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-12-08,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-12-09,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-12-10,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-12-11,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-12-14,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-12-15,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-12-16,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-12-17,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-12-18,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-12-21,Bear,5.483270334403406e-06,0.9999945155248373,1.2048217167428614e-09
2015-12-22,Bull,0.9999999181845884,9.523821894133856e-18,8.181530826018261e-08
2015-12-23,Bull,0.9999999181845884,9.523821894133856e-18,8.181530826018261e-08
2015-12-24,Bull,0.9999999181845884,9.523821894133856e-18,8.181530826018261e-08
2015-12-28,Bull,0.9999999181845884,9.523821894133856e-18,8.181530826018261e-08
2015-12-29,Bull,0.9999999181845884,9.523821894133856e-18,8.181530826018261e-08
2015-12-30,Bull,0.9999999181845884,9.523821894133856e-18,8.181530826018261e-08
2015-12-31,Bull,0.9999999181845884,9.523821894133856e-18,8.181530826018261e-08
2016-01-01,Bull,0.9999999181845884,9.523821894133856e-18,8.181530826018261e-08
