date,Strategy,asset,weight
2022-05-16,No-regime optimizer,bond,1.6770053262993772e-08
2022-05-17,No-regime optimizer,bond,1.6444349795439684e-08
2022-05-18,No-regime optimizer,bond,1.647798420669378e-08
2022-05-19,No-regime optimizer,bond,1.6724715444767992e-08
2022-05-20,No-regime optimizer,bond,1.6385888032657722e-08
2022-05-23,No-regime optimizer,bond,1.6371117585754877e-08
2022-05-24,No-regime optimizer,bond,1.6452976061321474e-08
2022-05-25,No-regime optimizer,bond,1.6508484669170478e-08
2022-05-26,No-regime optimizer,bond,1.64531504886258e-08
2022-05-27,No-regime optimizer,bond,1.630984793224236e-08
2022-05-30,No-regime optimizer,bond,1.613471743519527e-08
2022-05-31,No-regime optimizer,bond,1.623045299427634e-08
2022-06-01,No-regime optimizer,bond,1.6328691716253523e-08
2022-06-02,No-regime optimizer,bond,1.6199823273408398e-08
2022-06-03,No-regime optimizer,bond,1.6202855142338748e-08
2022-06-06,No-regime optimizer,bond,1.623265896192172e-08
2022-06-07,No-regime optimizer,bond,1.6346609361538605e-08
2022-06-08,No-regime optimizer,bond,1.638106904777822e-08
2022-06-09,No-regime optimizer,bond,5.8723361649166034e-09
2022-06-10,No-regime optimizer,bond,5.932161671651867e-09
2022-06-13,No-regime optimizer,bond,5.986330237714368e-09
2022-06-14,No-regime optimizer,bond,6.036956707410659e-09
2022-06-15,No-regime optimizer,bond,6.041840062120288e-09
2022-06-16,No-regime optimizer,bond,6.0984117062610524e-09
2022-06-17,No-regime optimizer,bond,6.08600862135653e-09
2022-06-20,No-regime optimizer,bond,6.093317527061704e-09
2022-06-21,No-regime optimizer,bond,6.0402666673037305e-09
2022-06-22,No-regime optimizer,bond,6.090948538482824e-09
2022-06-23,No-regime optimizer,bond,6.057523784569274e-09
2022-06-24,No-regime optimizer,bond,6.037007156775525e-09
2022-06-27,No-regime optimizer,bond,5.997256519087234e-09
2022-06-28,No-regime optimizer,bond,5.998678477122675e-09
2022-06-29,No-regime optimizer,bond,6.011111314444796e-09
2022-06-30,No-regime optimizer,bond,6.0310128473968365e-09
2022-07-01,No-regime optimizer,bond,5.9951752802232586e-09
2022-07-04,No-regime optimizer,bond,5.957818176785605e-09
2022-07-05,No-regime optimizer,bond,5.954352826102953e-09
2022-07-06,No-regime optimizer,bond,5.963445083396639e-09
2022-07-07,No-regime optimizer,bond,5.97594523091115e-09
2022-07-08,No-regime optimizer,bond,3.759796588968621e-07
2022-07-11,No-regime optimizer,bond,3.760663041938473e-07
2022-07-12,No-regime optimizer,bond,3.7638361014530724e-07
2022-07-13,No-regime optimizer,bond,3.780621607226499e-07
2022-07-14,No-regime optimizer,bond,3.7917764415017684e-07
2022-07-15,No-regime optimizer,bond,3.799884300083215e-07
2022-07-18,No-regime optimizer,bond,3.758456366617853e-07
2022-07-19,No-regime optimizer,bond,3.766637331835191e-07
2022-07-20,No-regime optimizer,bond,3.7583041715339695e-07
2022-07-21,No-regime optimizer,bond,3.7793444082113265e-07
2022-07-22,No-regime optimizer,bond,3.7286467149404903e-07
2022-07-25,No-regime optimizer,bond,3.738780691583063e-07
2022-07-26,No-regime optimizer,bond,3.755154943432937e-07
2022-07-27,No-regime optimizer,bond,3.7403340834065907e-07
2022-07-28,No-regime optimizer,bond,3.6968950957970537e-07
2022-07-29,No-regime optimizer,bond,3.69641946879114e-07
2022-08-01,No-regime optimizer,bond,3.677718285323754e-07
2022-08-02,No-regime optimizer,bond,3.6801145643568803e-07
2022-08-03,No-regime optimizer,bond,3.677603299958082e-07
2022-08-04,No-regime optimizer,bond,3.6471894825107655e-07
2022-08-05,No-regime optimizer,bond,3.6426006147203957e-07
2022-08-08,No-regime optimizer,bond,0.0
2022-08-10,No-regime optimizer,bond,0.0
2022-08-11,No-regime optimizer,bond,0.0
2022-08-12,No-regime optimizer,bond,0.0
2022-08-16,No-regime optimizer,bond,0.0
2022-08-17,No-regime optimizer,bond,0.0
2022-08-18,No-regime optimizer,bond,0.0
2022-08-19,No-regime optimizer,bond,0.0
2022-08-22,No-regime optimizer,bond,0.0
2022-08-23,No-regime optimizer,bond,0.0
2022-08-24,No-regime optimizer,bond,0.0
2022-08-25,No-regime optimizer,bond,0.0
2022-08-26,No-regime optimizer,bond,0.0
2022-08-29,No-regime optimizer,bond,0.0
2022-08-30,No-regime optimizer,bond,0.0
2022-09-01,No-regime optimizer,bond,0.0
2022-09-02,No-regime optimizer,bond,0.0
2022-09-05,No-regime optimizer,bond,0.0
2022-09-06,No-regime optimizer,bond,0.0
2022-09-07,No-regime optimizer,bond,0.0
2022-09-08,No-regime optimizer,bond,0.0
2022-09-09,No-regime optimizer,bond,2.631402809242762e-07
2022-09-12,No-regime optimizer,bond,2.631230180112316e-07
2022-09-13,No-regime optimizer,bond,2.632132317876436e-07
2022-09-14,No-regime optimizer,bond,2.649643480554722e-07
2022-09-15,No-regime optimizer,bond,2.6598183482345514e-07
2022-09-16,No-regime optimizer,bond,2.710119069988016e-07
2022-09-19,No-regime optimizer,bond,2.703184131962193e-07
2022-09-20,No-regime optimizer,bond,2.6895521061519827e-07
2022-09-21,No-regime optimizer,bond,2.682040186824217e-07
2022-09-22,No-regime optimizer,bond,2.6702541540140004e-07
2022-09-23,No-regime optimizer,bond,2.688029977364256e-07
2022-09-26,No-regime optimizer,bond,2.7067952585346294e-07
2022-09-27,No-regime optimizer,bond,2.7183195457816533e-07
2022-09-28,No-regime optimizer,bond,2.7292508147047756e-07
2022-09-29,No-regime optimizer,bond,2.6997378097786547e-07
2022-09-30,No-regime optimizer,bond,2.6877684988891466e-07
2022-10-03,No-regime optimizer,bond,2.695141608662638e-07
2022-10-04,No-regime optimizer,bond,2.638555689244491e-07
2022-10-06,No-regime optimizer,bond,2.625833904025661e-07
2022-10-07,No-regime optimizer,bond,2.6162977822270776e-07
2022-10-10,No-regime optimizer,bond,2.6550739856420747e-07
2022-10-11,No-regime optimizer,bond,0.20000000366311546
2022-10-12,No-regime optimizer,bond,0.199373893499972
2022-10-13,No-regime optimizer,bond,0.19900837652138834
2022-10-14,No-regime optimizer,bond,0.20058970950352417
2022-10-17,No-regime optimizer,bond,0.20066385917963842
2022-10-18,No-regime optimizer,bond,0.20110999647200317
2022-10-19,No-regime optimizer,bond,0.20084951599405818
2022-10-20,No-regime optimizer,bond,0.2014101426246975
2022-10-21,No-regime optimizer,bond,0.20257370710094777
2022-10-24,No-regime optimizer,bond,0.1997775243879854
2022-10-25,No-regime optimizer,bond,0.20092387209135312
2022-10-27,No-regime optimizer,bond,0.19985108877893237
2022-10-28,No-regime optimizer,bond,0.2005172266319961
2022-10-31,No-regime optimizer,bond,0.20143020222796748
2022-11-01,No-regime optimizer,bond,0.20113295975559736
2022-11-02,No-regime optimizer,bond,0.20043217464888977
2022-11-03,No-regime optimizer,bond,0.2022913197758148
2022-11-04,No-regime optimizer,bond,0.20120883382550508
2022-11-07,No-regime optimizer,bond,0.19955186366068192
2022-11-09,No-regime optimizer,bond,0.1987154655919834
2022-11-10,No-regime optimizer,bond,0.1979578995735249
2022-11-11,No-regime optimizer,bond,0.0020666066371059174
2022-11-14,No-regime optimizer,bond,0.002064849974597099
2022-11-15,No-regime optimizer,bond,0.002051121075268142
2022-11-16,No-regime optimizer,bond,0.002043733640249744
2022-11-17,No-regime optimizer,bond,0.0020516792898782345
2022-11-18,No-regime optimizer,bond,0.002049223227149464
2022-11-21,No-regime optimizer,bond,0.0020693627980051346
2022-11-22,No-regime optimizer,bond,0.0020637911005702216
2022-11-23,No-regime optimizer,bond,0.0020680762287412693
2022-11-24,No-regime optimizer,bond,0.0020533537561735903
2022-11-25,No-regime optimizer,bond,0.002054912323565024
2022-11-28,No-regime optimizer,bond,0.0020487162939795984
2022-11-29,No-regime optimizer,bond,0.0020482308850458346
2022-11-30,No-regime optimizer,bond,0.0020532225780006143
2022-12-01,No-regime optimizer,bond,0.0020422888522378347
2022-12-02,No-regime optimizer,bond,0.0020266097177502117
2022-12-05,No-regime optimizer,bond,0.002019081546823898
2022-12-06,No-regime optimizer,bond,0.0020298770812437763
2022-12-07,No-regime optimizer,bond,0.0020309091758713197
2022-12-08,No-regime optimizer,bond,0.0020220831692753438
2022-12-09,No-regime optimizer,bond,0.002022739568581485
2022-12-12,No-regime optimizer,bond,4.409580628642688e-08
2022-12-13,No-regime optimizer,bond,4.406633237009002e-08
2022-12-14,No-regime optimizer,bond,4.375383465896247e-08
2022-12-15,No-regime optimizer,bond,4.4257811405080306e-08
2022-12-16,No-regime optimizer,bond,4.42744868222469e-08
2022-12-19,No-regime optimizer,bond,4.3957601666605596e-08
2022-12-20,No-regime optimizer,bond,4.372459695919376e-08
2022-12-21,No-regime optimizer,bond,4.372972794329492e-08
2022-12-22,No-regime optimizer,bond,4.375587729645706e-08
2022-12-23,No-regime optimizer,bond,4.4043153802933426e-08
2022-12-26,No-regime optimizer,bond,4.3944981175279954e-08
2022-12-27,No-regime optimizer,bond,4.375355305056317e-08
2022-12-28,No-regime optimizer,bond,4.4000147100595215e-08
2022-12-29,No-regime optimizer,bond,4.392214198357577e-08
2022-12-30,No-regime optimizer,bond,4.4022350661639194e-08
2023-01-02,No-regime optimizer,bond,4.3693276557012805e-08
2023-01-03,No-regime optimizer,bond,4.333646132494568e-08
2023-01-04,No-regime optimizer,bond,4.310154653063103e-08
2023-01-05,No-regime optimizer,bond,4.3336520888464014e-08
2023-01-06,No-regime optimizer,bond,4.3604627986116064e-08
2023-01-09,No-regime optimizer,bond,4.304570703202751e-08
2023-01-10,No-regime optimizer,bond,0.19999988144329459
2023-01-11,No-regime optimizer,bond,0.19979991033884872
2023-01-12,No-regime optimizer,bond,0.20003486742137902
2023-01-13,No-regime optimizer,bond,0.19910478748305266
2023-01-16,No-regime optimizer,bond,0.19756286460582953
2023-01-17,No-regime optimizer,bond,0.1982160739212322
2023-01-18,No-regime optimizer,bond,0.19834562234529393
2023-01-19,No-regime optimizer,bond,0.19821607384903459
2023-01-20,No-regime optimizer,bond,0.19736614043562048
2023-01-23,No-regime optimizer,bond,0.19733365047092363
2023-01-24,No-regime optimizer,bond,0.19688001187213797
2023-01-25,No-regime optimizer,bond,0.19736614061369143
2023-01-27,No-regime optimizer,bond,0.19730279248474084
2023-01-30,No-regime optimizer,bond,0.1973352593913006
2023-01-31,No-regime optimizer,bond,0.19832811082657595
2023-02-01,No-regime optimizer,bond,0.19594138333659078
2023-02-02,No-regime optimizer,bond,0.19261878486440295
2023-02-03,No-regime optimizer,bond,0.19590950764775683
2023-02-06,No-regime optimizer,bond,0.19712830534769188
2023-02-07,No-regime optimizer,bond,0.19703153669614334
2023-02-08,No-regime optimizer,bond,0.19661328053911062
2023-02-09,No-regime optimizer,bond,0.18209892805231784
2023-02-10,No-regime optimizer,bond,0.18345049039623976
2023-02-13,No-regime optimizer,bond,0.18343621858841397
2023-02-14,No-regime optimizer,bond,0.18304493974293262
2023-02-15,No-regime optimizer,bond,0.18493676944600765
2023-02-16,No-regime optimizer,bond,0.18487184080617142
2023-02-17,No-regime optimizer,bond,0.1855965969814368
2023-02-20,No-regime optimizer,bond,0.18429805063104493
2023-02-21,No-regime optimizer,bond,0.18466826640414444
2023-02-22,No-regime optimizer,bond,0.18502505636765346
2023-02-23,No-regime optimizer,bond,0.18595504107069036
2023-02-24,No-regime optimizer,bond,0.1862130263617969
2023-02-27,No-regime optimizer,bond,0.1872877775896951
2023-02-28,No-regime optimizer,bond,0.18806082194281748
2023-03-01,No-regime optimizer,bond,0.18690703586056098
2023-03-02,No-regime optimizer,bond,0.18680727764922714
2023-03-03,No-regime optimizer,bond,0.18672422673805011
2023-03-06,No-regime optimizer,bond,0.18667084627755642
2023-03-08,No-regime optimizer,bond,0.18889084955720822
2023-03-09,No-regime optimizer,bond,0.18908365976841665
2023-03-10,No-regime optimizer,bond,0.1879783241278644
2023-03-13,No-regime optimizer,bond,2.913356956164436e-07
2023-03-14,No-regime optimizer,bond,2.915040064857866e-07
2023-03-15,No-regime optimizer,bond,2.927119417661866e-07
2023-03-16,No-regime optimizer,bond,2.9047875970442356e-07
2023-03-17,No-regime optimizer,bond,2.8929888564030546e-07
2023-03-20,No-regime optimizer,bond,2.871966628542486e-07
2023-03-21,No-regime optimizer,bond,2.8727443927510424e-07
2023-03-22,No-regime optimizer,bond,2.880542650038471e-07
2023-03-23,No-regime optimizer,bond,2.878715203435665e-07
2023-03-24,No-regime optimizer,bond,2.876110058524912e-07
2023-03-27,No-regime optimizer,bond,2.885817231861726e-07
2023-03-28,No-regime optimizer,bond,2.888646379373492e-07
2023-03-29,No-regime optimizer,bond,2.8695512496628536e-07
2023-03-31,No-regime optimizer,bond,2.8485778893450805e-07
2023-04-03,No-regime optimizer,bond,2.852239065740117e-07
2023-04-05,No-regime optimizer,bond,2.811209050686972e-07
2023-04-06,No-regime optimizer,bond,2.8088945030455894e-07
2023-04-10,No-regime optimizer,bond,2.8176720190713997e-07
2023-04-11,No-regime optimizer,bond,2.804989798226232e-07
2023-04-12,No-regime optimizer,bond,2.7931328048136466e-07
2023-04-13,No-regime optimizer,bond,2.78632677364825e-07
2023-04-17,No-regime optimizer,bond,0.19999998893344456
2023-04-18,No-regime optimizer,bond,0.2005601351764896
2023-04-19,No-regime optimizer,bond,0.20181275766209847
2023-04-20,No-regime optimizer,bond,0.20018585240040498
2023-04-21,No-regime optimizer,bond,0.20127848213919552
2023-04-24,No-regime optimizer,bond,0.2013725674260459
2023-04-25,No-regime optimizer,bond,0.2011829636245134
2023-04-26,No-regime optimizer,bond,0.2006846996115674
2023-04-27,No-regime optimizer,bond,0.2007143286054466
2023-04-28,No-regime optimizer,bond,0.20212634413043573
2023-05-02,No-regime optimizer,bond,0.2019361141141062
2023-05-03,No-regime optimizer,bond,0.1996092087236712
2023-05-04,No-regime optimizer,bond,0.1982377152019165
2023-05-05,No-regime optimizer,bond,0.19826798319540911
2023-05-08,No-regime optimizer,bond,0.19927221275379886
2023-05-09,No-regime optimizer,bond,0.19866237914276244
2023-05-10,No-regime optimizer,bond,0.1984785768119737
2023-05-11,No-regime optimizer,bond,0.19866237913890533
2023-05-12,No-regime optimizer,bond,0.20007060793090012
2023-05-15,No-regime optimizer,bond,0.19893476245692296
2023-05-16,No-regime optimizer,bond,0.1996399086745737
2023-05-17,No-regime optimizer,bond,7.96037576988505e-10
2023-05-18,No-regime optimizer,bond,7.968542185145606e-10
2023-05-19,No-regime optimizer,bond,7.980738352626599e-10
2023-05-22,No-regime optimizer,bond,7.904660730858649e-10
2023-05-23,No-regime optimizer,bond,7.969189069209247e-10
2023-05-24,No-regime optimizer,bond,7.935340578644557e-10
2023-05-25,No-regime optimizer,bond,7.969151394341344e-10
2023-05-26,No-regime optimizer,bond,7.968349923772151e-10
2023-05-29,No-regime optimizer,bond,7.978112993879572e-10
2023-05-30,No-regime optimizer,bond,7.980053431260004e-10
2023-05-31,No-regime optimizer,bond,8.032530722461994e-10
2023-06-01,No-regime optimizer,bond,8.054219541671573e-10
2023-06-02,No-regime optimizer,bond,8.00888663024121e-10
2023-06-05,No-regime optimizer,bond,8.078673165588693e-10
2023-06-06,No-regime optimizer,bond,8.034299174075574e-10
2023-06-07,No-regime optimizer,bond,8.032916671986221e-10
2023-06-08,No-regime optimizer,bond,8.077629503000003e-10
2023-06-09,No-regime optimizer,bond,8.051164905852901e-10
2023-06-12,No-regime optimizer,bond,8.051615404262104e-10
2023-06-13,No-regime optimizer,bond,8.046424252439297e-10
2023-06-14,No-regime optimizer,bond,8.084441931112214e-10
2023-06-15,No-regime optimizer,bond,1.1721488759422823e-07
2023-06-16,No-regime optimizer,bond,1.161622869613345e-07
2023-06-19,No-regime optimizer,bond,1.1650938593794007e-07
2023-06-20,No-regime optimizer,bond,1.1643537715944297e-07
2023-06-21,No-regime optimizer,bond,1.1695113742330001e-07
2023-06-22,No-regime optimizer,bond,1.1748844655580602e-07
2023-06-23,No-regime optimizer,bond,1.1789099228862357e-07
2023-06-26,No-regime optimizer,bond,1.1746560651007535e-07
2023-06-27,No-regime optimizer,bond,1.1747814823040401e-07
2023-06-28,No-regime optimizer,bond,1.1751818969093015e-07
2023-06-30,No-regime optimizer,bond,1.179682688726336e-07
2023-07-03,No-regime optimizer,bond,1.1729387397088413e-07
2023-07-04,No-regime optimizer,bond,1.1666869849474582e-07
2023-07-05,No-regime optimizer,bond,1.1649748962162893e-07
2023-07-06,No-regime optimizer,bond,1.1640715760633022e-07
2023-07-07,No-regime optimizer,bond,1.1658185562519778e-07
2023-07-10,No-regime optimizer,bond,1.1651367620961134e-07
2023-07-11,No-regime optimizer,bond,1.1614040268766719e-07
2023-07-12,No-regime optimizer,bond,1.1634804362900965e-07
2023-07-13,No-regime optimizer,bond,1.1566443301043554e-07
2023-07-14,No-regime optimizer,bond,1.152409602955608e-07
2023-07-17,No-regime optimizer,bond,1.0523825746921972e-09
2023-07-18,No-regime optimizer,bond,1.0500749355018673e-09
2023-07-19,No-regime optimizer,bond,1.0450373026859937e-09
2023-07-20,No-regime optimizer,bond,1.038680485833554e-09
2023-07-21,No-regime optimizer,bond,1.0502972062884846e-09
2023-07-24,No-regime optimizer,bond,1.0533970208537485e-09
2023-07-25,No-regime optimizer,bond,1.053325871743645e-09
2023-07-26,No-regime optimizer,bond,1.0480962472154317e-09
2023-07-27,No-regime optimizer,bond,1.0527502199441133e-09
2023-07-28,No-regime optimizer,bond,1.05443995135207e-09
2023-07-31,No-regime optimizer,bond,1.054660960786482e-09
2023-08-01,No-regime optimizer,bond,1.0554114686349234e-09
2023-08-02,No-regime optimizer,bond,1.064380556007461e-09
2023-08-03,No-regime optimizer,bond,1.0713218317206069e-09
2023-08-04,No-regime optimizer,bond,1.0655722292475135e-09
2023-08-07,No-regime optimizer,bond,1.0621044718104307e-09
2023-08-08,No-regime optimizer,bond,1.0629651701352005e-09
2023-08-09,No-regime optimizer,bond,1.0610861110296804e-09
2023-08-10,No-regime optimizer,bond,1.0655723370006476e-09
2023-08-11,No-regime optimizer,bond,1.0710296050914917e-09
2023-08-14,No-regime optimizer,bond,1.0709263090797186e-09
2023-08-16,No-regime optimizer,bond,4.865182433620764e-07
2023-08-17,No-regime optimizer,bond,4.8928174793979e-07
2023-08-18,No-regime optimizer,bond,4.901341144047992e-07
2023-08-21,No-regime optimizer,bond,4.901834424594612e-07
2023-08-22,No-regime optimizer,bond,4.884967323404907e-07
2023-08-23,No-regime optimizer,bond,4.889108417146182e-07
2023-08-24,No-regime optimizer,bond,4.875671967361435e-07
2023-08-25,No-regime optimizer,bond,4.88933309637089e-07
2023-08-28,No-regime optimizer,bond,4.897707580498321e-07
2023-08-29,No-regime optimizer,bond,4.881944397620065e-07
2023-08-30,No-regime optimizer,bond,4.854494729514191e-07
2023-08-31,No-regime optimizer,bond,4.880110776578499e-07
2023-09-01,No-regime optimizer,bond,4.868467699816188e-07
2023-09-04,No-regime optimizer,bond,4.857952939959482e-07
2023-09-05,No-regime optimizer,bond,4.862111680127858e-07
2023-09-06,No-regime optimizer,bond,4.863086894532955e-07
2023-09-07,No-regime optimizer,bond,4.867093237629608e-07
2023-09-08,No-regime optimizer,bond,4.858907852126001e-07
2023-09-11,No-regime optimizer,bond,4.852814612921314e-07
2023-09-12,No-regime optimizer,bond,4.863452614457334e-07
2023-09-13,No-regime optimizer,bond,4.869605959259012e-07
2023-09-14,No-regime optimizer,bond,2.932764120636382e-07
2023-09-15,No-regime optimizer,bond,2.918937114243258e-07
2023-09-18,No-regime optimizer,bond,2.905830845007298e-07
2023-09-20,No-regime optimizer,bond,2.9152554844102836e-07
2023-09-21,No-regime optimizer,bond,2.925020389951715e-07
2023-09-22,No-regime optimizer,bond,2.929344960555507e-07
2023-09-25,No-regime optimizer,bond,2.9293071276727787e-07
2023-09-26,No-regime optimizer,bond,2.9390369049126386e-07
2023-09-27,No-regime optimizer,bond,2.9526616591628047e-07
2023-09-28,No-regime optimizer,bond,2.974260011636902e-07
2023-09-29,No-regime optimizer,bond,2.9879973981597644e-07
2023-10-03,No-regime optimizer,bond,3.013817975446881e-07
2023-10-04,No-regime optimizer,bond,3.040125521824934e-07
2023-10-05,No-regime optimizer,bond,3.0422315494034603e-07
2023-10-06,No-regime optimizer,bond,3.0323423105418787e-07
2023-10-09,No-regime optimizer,bond,3.011821689696996e-07
2023-10-10,No-regime optimizer,bond,3.003927254642208e-07
2023-10-11,No-regime optimizer,bond,2.988541668847497e-07
2023-10-12,No-regime optimizer,bond,2.9784069355528997e-07
2023-10-13,No-regime optimizer,bond,2.9748721905622157e-07
2023-10-16,No-regime optimizer,bond,2.9392776179757625e-07
2023-10-17,No-regime optimizer,bond,5.291940551123023e-07
2023-10-18,No-regime optimizer,bond,5.30225743003478e-07
2023-10-19,No-regime optimizer,bond,5.306461210780461e-07
2023-10-20,No-regime optimizer,bond,5.299159089141062e-07
2023-10-23,No-regime optimizer,bond,5.349238880099318e-07
2023-10-25,No-regime optimizer,bond,5.383761360156908e-07
2023-10-26,No-regime optimizer,bond,5.420013519986545e-07
2023-10-27,No-regime optimizer,bond,5.390214351950575e-07
2023-10-30,No-regime optimizer,bond,5.359527562955953e-07
2023-10-31,No-regime optimizer,bond,5.394009839867819e-07
2023-11-01,No-regime optimizer,bond,5.421531884281649e-07
2023-11-02,No-regime optimizer,bond,5.39092340844344e-07
2023-11-03,No-regime optimizer,bond,5.374271376940886e-07
2023-11-06,No-regime optimizer,bond,5.341968126351991e-07
2023-11-07,No-regime optimizer,bond,5.356020871358146e-07
2023-11-08,No-regime optimizer,bond,5.34775009734293e-07
2023-11-09,No-regime optimizer,bond,5.372301475827394e-07
2023-11-10,No-regime optimizer,bond,5.354209288937451e-07
2023-11-13,No-regime optimizer,bond,5.363568185535741e-07
2023-11-15,No-regime optimizer,bond,5.302845934104525e-07
2023-11-16,No-regime optimizer,bond,5.288721533283157e-07
2023-11-17,No-regime optimizer,bond,3.7634524263010744e-08
2023-11-20,No-regime optimizer,bond,3.7765886033030115e-08
2023-11-21,No-regime optimizer,bond,3.760325566901634e-08
2023-11-22,No-regime optimizer,bond,3.742518884572199e-08
2023-11-23,No-regime optimizer,bond,3.751561038379101e-08
2023-11-24,No-regime optimizer,bond,3.744352061401914e-08
2023-11-28,No-regime optimizer,bond,3.732147436527314e-08
2023-11-29,No-regime optimizer,bond,3.6822785109370594e-08
2023-11-30,No-regime optimizer,bond,3.689524210564388e-08
2023-12-01,No-regime optimizer,bond,3.6768649607080035e-08
2023-12-04,No-regime optimizer,bond,3.6383062378993764e-08
2023-12-05,No-regime optimizer,bond,3.674852494591439e-08
2023-12-06,No-regime optimizer,bond,3.677963832101637e-08
2023-12-07,No-regime optimizer,bond,3.668269050503265e-08
2023-12-08,No-regime optimizer,bond,3.670751783000429e-08
2023-12-11,No-regime optimizer,bond,3.7210109744099093e-08
2023-12-12,No-regime optimizer,bond,3.7340369620076674e-08
2023-12-13,No-regime optimizer,bond,3.7344292009832544e-08
2023-12-14,No-regime optimizer,bond,3.670743477197273e-08
2023-12-15,No-regime optimizer,bond,3.660319382286691e-08
2023-12-18,No-regime optimizer,bond,3.67928917307714e-08
2023-12-19,No-regime optimizer,bond,5.354792674584327e-07
2023-12-20,No-regime optimizer,bond,5.410977565495773e-07
2023-12-21,No-regime optimizer,bond,5.389055378395471e-07
2023-12-22,No-regime optimizer,bond,5.363290257179102e-07
2023-12-26,No-regime optimizer,bond,5.339409166982254e-07
2023-12-27,No-regime optimizer,bond,5.294041865335375e-07
2023-12-28,No-regime optimizer,bond,5.265821363421912e-07
2023-12-29,No-regime optimizer,bond,5.297888947672517e-07
2024-01-01,No-regime optimizer,bond,5.294257402591787e-07
2024-01-02,No-regime optimizer,bond,5.303716894427344e-07
2024-01-03,No-regime optimizer,bond,5.342527852157129e-07
2024-01-04,No-regime optimizer,bond,5.319504065011361e-07
2024-01-05,No-regime optimizer,bond,5.312269650654178e-07
2024-01-08,No-regime optimizer,bond,5.357113665184735e-07
2024-01-09,No-regime optimizer,bond,5.347336565621742e-07
2024-01-10,No-regime optimizer,bond,5.334739221100116e-07
2024-01-11,No-regime optimizer,bond,5.330778907597984e-07
2024-01-12,No-regime optimizer,bond,5.279491979694719e-07
2024-01-15,No-regime optimizer,bond,5.235494772401185e-07
2024-01-16,No-regime optimizer,bond,5.251815317403399e-07
2024-01-17,No-regime optimizer,bond,5.349097326198725e-07
2024-01-18,No-regime optimizer,bond,9.088641012818463e-09
2024-01-19,No-regime optimizer,bond,9.02283581572878e-09
2024-01-23,No-regime optimizer,bond,9.151965526653581e-09
2024-01-24,No-regime optimizer,bond,9.077013504263666e-09
2024-01-25,No-regime optimizer,bond,9.118007333394755e-09
2024-01-29,No-regime optimizer,bond,8.98004971034638e-09
2024-01-30,No-regime optimizer,bond,9.04648890878465e-09
2024-01-31,No-regime optimizer,bond,9.010044752725894e-09
2024-02-01,No-regime optimizer,bond,9.015776324084392e-09
2024-02-02,No-regime optimizer,bond,8.960153145395713e-09
2024-02-05,No-regime optimizer,bond,9.007424847588687e-09
2024-02-06,No-regime optimizer,bond,8.956727622553671e-09
2024-02-07,No-regime optimizer,bond,8.947335792375294e-09
2024-02-08,No-regime optimizer,bond,9.022888574594315e-09
2024-02-09,No-regime optimizer,bond,9.001479717430376e-09
2024-02-12,No-regime optimizer,bond,9.065803181272024e-09
2024-02-13,No-regime optimizer,bond,9.022633247560218e-09
2024-02-14,No-regime optimizer,bond,9.014587724158797e-09
2024-02-15,No-regime optimizer,bond,8.988826540551404e-09
2024-02-16,No-regime optimizer,bond,8.940144971263634e-09
2024-02-19,No-regime optimizer,bond,8.904000079708146e-09
2024-02-20,No-regime optimizer,bond,2.491569639246698e-07
2024-02-21,No-regime optimizer,bond,2.50361139393689e-07
2024-02-22,No-regime optimizer,bond,2.4881913563895413e-07
2024-02-23,No-regime optimizer,bond,2.4912930691233715e-07
2024-02-26,No-regime optimizer,bond,2.496884624984583e-07
2024-02-27,No-regime optimizer,bond,2.48926542858937e-07
2024-02-28,No-regime optimizer,bond,2.5134533653385713e-07
2024-02-29,No-regime optimizer,bond,2.518080946814365e-07
2024-03-01,No-regime optimizer,bond,2.4848155948440295e-07
2024-03-04,No-regime optimizer,bond,2.4696589722008503e-07
2024-03-05,No-regime optimizer,bond,2.467244355640261e-07
2024-03-06,No-regime optimizer,bond,2.456038956425219e-07
2024-03-07,No-regime optimizer,bond,2.447763172744172e-07
2024-03-11,No-regime optimizer,bond,2.4564914365582896e-07
2024-03-12,No-regime optimizer,bond,2.456844808917354e-07
2024-03-13,No-regime optimizer,bond,2.491034542608168e-07
2024-03-14,No-regime optimizer,bond,2.4743572715925337e-07
2024-03-15,No-regime optimizer,bond,2.486319270257995e-07
2024-03-18,No-regime optimizer,bond,2.4855762635764787e-07
2024-03-19,No-regime optimizer,bond,2.505945837857707e-07
2024-03-20,No-regime optimizer,bond,2.502914179371589e-07
2024-03-21,No-regime optimizer,bond,6.942636051462677e-10
2024-03-22,No-regime optimizer,bond,6.938628404485683e-10
2024-03-26,No-regime optimizer,bond,6.954211836287891e-10
2024-03-27,No-regime optimizer,bond,6.926176427883688e-10
2024-03-28,No-regime optimizer,bond,6.892920325950268e-10
2024-04-01,No-regime optimizer,bond,6.819128106121559e-10
2024-04-02,No-regime optimizer,bond,6.813710960266203e-10
2024-04-03,No-regime optimizer,bond,6.815171893901717e-10
2024-04-04,No-regime optimizer,bond,6.786281117282336e-10
2024-04-05,No-regime optimizer,bond,6.790007789345998e-10
2024-04-08,No-regime optimizer,bond,6.72632174087895e-10
2024-04-09,No-regime optimizer,bond,6.72409348269728e-10
2024-04-10,No-regime optimizer,bond,6.696489622613962e-10
2024-04-12,No-regime optimizer,bond,6.722122545820117e-10
