date,Strategy,turnover
2018-12-06,No-regime optimizer,0.0
2018-12-07,No-regime optimizer,0.0
2018-12-10,No-regime optimizer,0.0
2018-12-11,No-regime optimizer,0.0
2018-12-12,No-regime optimizer,0.0
2018-12-13,No-regime optimizer,0.42068907413715756
2018-12-14,No-regime optimizer,0.0
2018-12-17,No-regime optimizer,0.0
2018-12-18,No-regime optimizer,0.0
2018-12-19,No-regime optimizer,0.0
2018-12-20,No-regime optimizer,0.0
2018-12-21,No-regime optimizer,0.0
2018-12-24,No-regime optimizer,0.0
2018-12-26,No-regime optimizer,0.0
2018-12-27,No-regime optimizer,0.0
2018-12-28,No-regime optimizer,0.0
2018-12-31,No-regime optimizer,0.0
2019-01-01,No-regime optimizer,0.0
2019-01-02,No-regime optimizer,0.0
2019-01-03,No-regime optimizer,0.0
2019-01-04,No-regime optimizer,0.0
2019-01-07,No-regime optimizer,0.0
2019-01-08,No-regime optimizer,0.0
2019-01-09,No-regime optimizer,0.0
2019-01-10,No-regime optimizer,0.0
2019-01-11,No-regime optimizer,0.0
2019-01-14,No-regime optimizer,0.4136477470729928
2019-01-15,No-regime optimizer,0.0
2019-01-16,No-regime optimizer,0.0
2019-01-17,No-regime optimizer,0.0
2019-01-18,No-regime optimizer,0.0
2019-01-21,No-regime optimizer,0.0
2019-01-22,No-regime optimizer,0.0
2019-01-23,No-regime optimizer,0.0
2019-01-24,No-regime optimizer,0.0
2019-01-25,No-regime optimizer,0.0
2019-01-28,No-regime optimizer,0.0
2019-01-29,No-regime optimizer,0.0
2019-01-30,No-regime optimizer,0.0
2019-01-31,No-regime optimizer,0.0
2019-02-01,No-regime optimizer,0.0
2019-02-04,No-regime optimizer,0.0
2019-02-05,No-regime optimizer,0.0
2019-02-06,No-regime optimizer,0.0
2019-02-07,No-regime optimizer,0.0
2019-02-08,No-regime optimizer,0.0
2019-02-11,No-regime optimizer,0.0
2019-02-12,No-regime optimizer,0.00271724009208535
2019-02-14,No-regime optimizer,0.0
2019-02-15,No-regime optimizer,0.0
2019-02-18,No-regime optimizer,0.0
2019-02-19,No-regime optimizer,0.0
2019-02-20,No-regime optimizer,0.0
2019-02-21,No-regime optimizer,0.0
2019-02-22,No-regime optimizer,0.0
2019-02-25,No-regime optimizer,0.0
2019-02-26,No-regime optimizer,0.0
2019-02-27,No-regime optimizer,0.0
2019-02-28,No-regime optimizer,0.0
2019-03-01,No-regime optimizer,0.0
2019-03-05,No-regime optimizer,0.0
2019-03-06,No-regime optimizer,0.0
2019-03-07,No-regime optimizer,0.0
2019-03-08,No-regime optimizer,0.0
2019-03-11,No-regime optimizer,0.0
2019-03-12,No-regime optimizer,0.0
2019-03-13,No-regime optimizer,0.0
2019-03-14,No-regime optimizer,0.0
2019-03-15,No-regime optimizer,0.7999990455389876
2019-03-18,No-regime optimizer,0.0
2019-03-19,No-regime optimizer,0.0
2019-03-20,No-regime optimizer,0.0
2019-03-22,No-regime optimizer,0.0
2019-03-25,No-regime optimizer,0.0
2019-03-26,No-regime optimizer,0.0
2019-03-27,No-regime optimizer,0.0
2019-03-28,No-regime optimizer,0.0
2019-04-01,No-regime optimizer,0.0
2019-04-02,No-regime optimizer,0.0
2019-04-03,No-regime optimizer,0.0
2019-04-04,No-regime optimizer,0.0
2019-04-05,No-regime optimizer,0.0
2019-04-08,No-regime optimizer,0.0
2019-04-09,No-regime optimizer,0.0
2019-04-10,No-regime optimizer,0.0
2019-04-11,No-regime optimizer,0.0
2019-04-12,No-regime optimizer,0.0
2019-04-15,No-regime optimizer,0.0
2019-04-16,No-regime optimizer,0.0
2019-04-18,No-regime optimizer,0.19952614445792052
2019-04-22,No-regime optimizer,0.0
2019-04-23,No-regime optimizer,0.0
2019-04-24,No-regime optimizer,0.0
2019-04-25,No-regime optimizer,0.0
2019-04-26,No-regime optimizer,0.0
2019-04-30,No-regime optimizer,0.0
2019-05-02,No-regime optimizer,0.0
2019-05-03,No-regime optimizer,0.0
2019-05-06,No-regime optimizer,0.0
2019-05-07,No-regime optimizer,0.0
2019-05-08,No-regime optimizer,0.0
2019-05-09,No-regime optimizer,0.0
2019-05-10,No-regime optimizer,0.0
2019-05-13,No-regime optimizer,0.0
2019-05-14,No-regime optimizer,0.0
2019-05-15,No-regime optimizer,0.0
2019-05-16,No-regime optimizer,0.0
2019-05-17,No-regime optimizer,0.0
2019-05-20,No-regime optimizer,0.0
2019-05-21,No-regime optimizer,0.0
2019-05-22,No-regime optimizer,0.0007147401413296702
2019-05-23,No-regime optimizer,0.0
2019-05-24,No-regime optimizer,0.0
2019-05-27,No-regime optimizer,0.0
2019-05-28,No-regime optimizer,0.0
2019-05-29,No-regime optimizer,0.0
2019-05-30,No-regime optimizer,0.0
2019-05-31,No-regime optimizer,0.0
2019-06-03,No-regime optimizer,0.0
2019-06-04,No-regime optimizer,0.0
2019-06-06,No-regime optimizer,0.0
2019-06-07,No-regime optimizer,0.0
2019-06-10,No-regime optimizer,0.0
2019-06-11,No-regime optimizer,0.0
2019-06-12,No-regime optimizer,0.0
2019-06-13,No-regime optimizer,0.0
2019-06-14,No-regime optimizer,0.0
2019-06-17,No-regime optimizer,0.0
2019-06-18,No-regime optimizer,0.0
2019-06-19,No-regime optimizer,0.0
2019-06-20,No-regime optimizer,0.0
2019-06-21,No-regime optimizer,0.3605549584217757
2019-06-24,No-regime optimizer,0.0
2019-06-25,No-regime optimizer,0.0
2019-06-26,No-regime optimizer,0.0
2019-06-27,No-regime optimizer,0.0
2019-06-28,No-regime optimizer,0.0
2019-07-01,No-regime optimizer,0.0
2019-07-02,No-regime optimizer,0.0
2019-07-03,No-regime optimizer,0.0
2019-07-04,No-regime optimizer,0.0
2019-07-05,No-regime optimizer,0.0
2019-07-08,No-regime optimizer,0.0
2019-07-09,No-regime optimizer,0.0
2019-07-10,No-regime optimizer,0.0
2019-07-11,No-regime optimizer,0.0
2019-07-12,No-regime optimizer,0.0
2019-07-15,No-regime optimizer,0.0
2019-07-16,No-regime optimizer,0.0
2019-07-17,No-regime optimizer,0.0
2019-07-18,No-regime optimizer,0.0
2019-07-19,No-regime optimizer,0.0
2019-07-22,No-regime optimizer,0.4233799676097663
2019-07-23,No-regime optimizer,0.0
2019-07-24,No-regime optimizer,0.0
2019-07-25,No-regime optimizer,0.0
2019-07-26,No-regime optimizer,0.0
2019-07-29,No-regime optimizer,0.0
2019-07-30,No-regime optimizer,0.0
2019-07-31,No-regime optimizer,0.0
2019-08-01,No-regime optimizer,0.0
2019-08-02,No-regime optimizer,0.0
2019-08-05,No-regime optimizer,0.0
2019-08-06,No-regime optimizer,0.0
2019-08-07,No-regime optimizer,0.0
2019-08-08,No-regime optimizer,0.0
2019-08-09,No-regime optimizer,0.0
2019-08-13,No-regime optimizer,0.0
2019-08-14,No-regime optimizer,0.0
2019-08-16,No-regime optimizer,0.0
2019-08-19,No-regime optimizer,0.0
2019-08-20,No-regime optimizer,0.0
2019-08-21,No-regime optimizer,0.0
2019-08-22,No-regime optimizer,0.19999981635056358
2019-08-23,No-regime optimizer,0.0
2019-08-26,No-regime optimizer,0.0
2019-08-27,No-regime optimizer,0.0
2019-08-28,No-regime optimizer,0.0
2019-08-29,No-regime optimizer,0.0
2019-08-30,No-regime optimizer,0.0
2019-09-03,No-regime optimizer,0.0
2019-09-04,No-regime optimizer,0.0
2019-09-05,No-regime optimizer,0.0
2019-09-06,No-regime optimizer,0.0
2019-09-09,No-regime optimizer,0.0
2019-09-11,No-regime optimizer,0.0
2019-09-12,No-regime optimizer,0.0
2019-09-13,No-regime optimizer,0.0
2019-09-16,No-regime optimizer,0.0
2019-09-17,No-regime optimizer,0.0
2019-09-18,No-regime optimizer,0.0
2019-09-19,No-regime optimizer,0.0
2019-09-20,No-regime optimizer,0.0
2019-09-23,No-regime optimizer,0.0
2019-09-24,No-regime optimizer,0.0009912107497392262
2019-09-25,No-regime optimizer,0.0
2019-09-26,No-regime optimizer,0.0
2019-09-27,No-regime optimizer,0.0
2019-09-30,No-regime optimizer,0.0
2019-10-01,No-regime optimizer,0.0
2019-10-03,No-regime optimizer,0.0
2019-10-04,No-regime optimizer,0.0
2019-10-07,No-regime optimizer,0.0
2019-10-09,No-regime optimizer,0.0
2019-10-10,No-regime optimizer,0.0
2019-10-11,No-regime optimizer,0.0
2019-10-14,No-regime optimizer,0.0
2019-10-15,No-regime optimizer,0.0
2019-10-16,No-regime optimizer,0.0
2019-10-17,No-regime optimizer,0.0
2019-10-18,No-regime optimizer,0.0
2019-10-22,No-regime optimizer,0.0
2019-10-23,No-regime optimizer,0.0
2019-10-24,No-regime optimizer,0.0
2019-10-25,No-regime optimizer,0.0
2019-10-27,No-regime optimizer,0.19999977358134713
2019-10-29,No-regime optimizer,0.0
2019-10-30,No-regime optimizer,0.0
2019-10-31,No-regime optimizer,0.0
2019-11-01,No-regime optimizer,0.0
2019-11-04,No-regime optimizer,0.0
2019-11-05,No-regime optimizer,0.0
2019-11-06,No-regime optimizer,0.0
2019-11-07,No-regime optimizer,0.0
2019-11-08,No-regime optimizer,0.0
2019-11-11,No-regime optimizer,0.0
2019-11-13,No-regime optimizer,0.0
2019-11-14,No-regime optimizer,0.0
2019-11-15,No-regime optimizer,0.0
2019-11-18,No-regime optimizer,0.0
2019-11-19,No-regime optimizer,0.0
2019-11-20,No-regime optimizer,0.0
2019-11-21,No-regime optimizer,0.0
2019-11-22,No-regime optimizer,0.0
2019-11-25,No-regime optimizer,0.0
2019-11-26,No-regime optimizer,0.0
2019-11-27,No-regime optimizer,0.011230537531257884
2019-11-28,No-regime optimizer,0.0
2019-11-29,No-regime optimizer,0.0
2019-12-02,No-regime optimizer,0.0
2019-12-03,No-regime optimizer,0.0
2019-12-04,No-regime optimizer,0.0
2019-12-05,No-regime optimizer,0.0
2019-12-06,No-regime optimizer,0.0
2019-12-09,No-regime optimizer,0.0
2019-12-10,No-regime optimizer,0.0
2019-12-11,No-regime optimizer,0.0
2019-12-12,No-regime optimizer,0.0
2019-12-13,No-regime optimizer,0.0
2019-12-16,No-regime optimizer,0.0
2019-12-17,No-regime optimizer,0.0
2019-12-18,No-regime optimizer,0.0
2019-12-19,No-regime optimizer,0.0
2019-12-20,No-regime optimizer,0.0
2019-12-23,No-regime optimizer,0.0
2019-12-24,No-regime optimizer,0.0
2019-12-26,No-regime optimizer,0.0
2019-12-27,No-regime optimizer,0.7971593914764475
2019-12-30,No-regime optimizer,0.0
2019-12-31,No-regime optimizer,0.0
2020-01-01,No-regime optimizer,0.0
2020-01-02,No-regime optimizer,0.0
2020-01-03,No-regime optimizer,0.0
2020-01-06,No-regime optimizer,0.0
2020-01-07,No-regime optimizer,0.0
2020-01-08,No-regime optimizer,0.0
2020-01-09,No-regime optimizer,0.0
2020-01-10,No-regime optimizer,0.0
2020-01-13,No-regime optimizer,0.0
2020-01-14,No-regime optimizer,0.0
2020-01-15,No-regime optimizer,0.0
2020-01-16,No-regime optimizer,0.0
2020-01-17,No-regime optimizer,0.0
2020-01-20,No-regime optimizer,0.0
2020-01-21,No-regime optimizer,0.0
2020-01-22,No-regime optimizer,0.0
2020-01-23,No-regime optimizer,0.0
2020-01-24,No-regime optimizer,0.0
2020-01-27,No-regime optimizer,0.00228297781647719
2020-01-28,No-regime optimizer,0.0
2020-01-29,No-regime optimizer,0.0
2020-01-30,No-regime optimizer,0.0
2020-01-31,No-regime optimizer,0.0
2020-02-03,No-regime optimizer,0.0
2020-02-04,No-regime optimizer,0.0
2020-02-05,No-regime optimizer,0.0
2020-02-06,No-regime optimizer,0.0
2020-02-07,No-regime optimizer,0.0
2020-02-10,No-regime optimizer,0.0
2020-02-11,No-regime optimizer,0.0
2020-02-12,No-regime optimizer,0.0
2020-02-13,No-regime optimizer,0.0
2020-02-14,No-regime optimizer,0.0
2020-02-17,No-regime optimizer,0.0
2020-02-18,No-regime optimizer,0.0
2020-02-19,No-regime optimizer,0.0
2020-02-20,No-regime optimizer,0.0
2020-02-24,No-regime optimizer,0.0
2020-02-25,No-regime optimizer,0.0
2020-02-26,No-regime optimizer,0.006575819370887447
2020-02-27,No-regime optimizer,0.0
2020-02-28,No-regime optimizer,0.0
2020-03-02,No-regime optimizer,0.0
2020-03-03,No-regime optimizer,0.0
2020-03-04,No-regime optimizer,0.0
2020-03-05,No-regime optimizer,0.0
2020-03-06,No-regime optimizer,0.0
2020-03-09,No-regime optimizer,0.0
2020-03-11,No-regime optimizer,0.0
2020-03-12,No-regime optimizer,0.0
2020-03-13,No-regime optimizer,0.0
2020-03-16,No-regime optimizer,0.0
2020-03-17,No-regime optimizer,0.0
2020-03-18,No-regime optimizer,0.0
2020-03-19,No-regime optimizer,0.0
2020-03-20,No-regime optimizer,0.0
2020-03-23,No-regime optimizer,0.0
2020-03-24,No-regime optimizer,0.0
2020-03-25,No-regime optimizer,0.0
2020-03-26,No-regime optimizer,0.0
2020-03-27,No-regime optimizer,0.5538364842090249
2020-03-30,No-regime optimizer,0.0
2020-03-31,No-regime optimizer,0.0
2020-04-01,No-regime optimizer,0.0
2020-04-03,No-regime optimizer,0.0
2020-04-07,No-regime optimizer,0.0
2020-04-08,No-regime optimizer,0.0
2020-04-09,No-regime optimizer,0.0
2020-04-13,No-regime optimizer,0.0
2020-04-15,No-regime optimizer,0.0
2020-04-16,No-regime optimizer,0.0
2020-04-17,No-regime optimizer,0.0
2020-04-20,No-regime optimizer,0.0
2020-04-21,No-regime optimizer,0.0
2020-04-22,No-regime optimizer,0.0
2020-04-23,No-regime optimizer,0.0
2020-04-24,No-regime optimizer,0.0
2020-04-27,No-regime optimizer,0.0
2020-04-28,No-regime optimizer,0.0
2020-04-29,No-regime optimizer,0.0
2020-04-30,No-regime optimizer,0.0
2020-05-04,No-regime optimizer,0.01119312422599963
2020-05-05,No-regime optimizer,0.0
2020-05-06,No-regime optimizer,0.0
2020-05-07,No-regime optimizer,0.0
2020-05-08,No-regime optimizer,0.0
2020-05-11,No-regime optimizer,0.0
2020-05-12,No-regime optimizer,0.0
2020-05-13,No-regime optimizer,0.0
2020-05-14,No-regime optimizer,0.0
2020-05-15,No-regime optimizer,0.0
2020-05-18,No-regime optimizer,0.0
2020-05-19,No-regime optimizer,0.0
2020-05-20,No-regime optimizer,0.0
2020-05-21,No-regime optimizer,0.0
2020-05-22,No-regime optimizer,0.0
2020-05-26,No-regime optimizer,0.0
2020-05-27,No-regime optimizer,0.0
2020-05-28,No-regime optimizer,0.0
2020-05-29,No-regime optimizer,0.0
2020-06-01,No-regime optimizer,0.0
2020-06-02,No-regime optimizer,0.0
2020-06-03,No-regime optimizer,0.012504798170020297
2020-06-04,No-regime optimizer,0.0
2020-06-05,No-regime optimizer,0.0
2020-06-08,No-regime optimizer,0.0
2020-06-09,No-regime optimizer,0.0
2020-06-10,No-regime optimizer,0.0
2020-06-11,No-regime optimizer,0.0
2020-06-12,No-regime optimizer,0.0
2020-06-15,No-regime optimizer,0.0
2020-06-16,No-regime optimizer,0.0
2020-06-17,No-regime optimizer,0.0
2020-06-18,No-regime optimizer,0.0
2020-06-19,No-regime optimizer,0.0
2020-06-22,No-regime optimizer,0.0
2020-06-23,No-regime optimizer,0.0
2020-06-24,No-regime optimizer,0.0
2020-06-25,No-regime optimizer,0.0
2020-06-26,No-regime optimizer,0.0
2020-06-29,No-regime optimizer,0.0
2020-06-30,No-regime optimizer,0.0
2020-07-01,No-regime optimizer,0.0
2020-07-02,No-regime optimizer,0.007352522712807631
2020-07-03,No-regime optimizer,0.0
2020-07-06,No-regime optimizer,0.0
2020-07-07,No-regime optimizer,0.0
2020-07-08,No-regime optimizer,0.0
2020-07-09,No-regime optimizer,0.0
2020-07-10,No-regime optimizer,0.0
2020-07-13,No-regime optimizer,0.0
2020-07-14,No-regime optimizer,0.0
2020-07-15,No-regime optimizer,0.0
2020-07-16,No-regime optimizer,0.0
2020-07-17,No-regime optimizer,0.0
2020-07-20,No-regime optimizer,0.0
2020-07-21,No-regime optimizer,0.0
2020-07-22,No-regime optimizer,0.0
2020-07-23,No-regime optimizer,0.0
2020-07-24,No-regime optimizer,0.0
2020-07-27,No-regime optimizer,0.0
2020-07-28,No-regime optimizer,0.0
2020-07-29,No-regime optimizer,0.0
2020-07-30,No-regime optimizer,0.0
2020-07-31,No-regime optimizer,0.0077560819608992115
2020-08-03,No-regime optimizer,0.0
2020-08-04,No-regime optimizer,0.0
2020-08-05,No-regime optimizer,0.0
2020-08-06,No-regime optimizer,0.0
2020-08-07,No-regime optimizer,0.0
2020-08-10,No-regime optimizer,0.0
2020-08-11,No-regime optimizer,0.0
2020-08-12,No-regime optimizer,0.0
2020-08-13,No-regime optimizer,0.0
2020-08-14,No-regime optimizer,0.0
2020-08-17,No-regime optimizer,0.0
2020-08-18,No-regime optimizer,0.0
2020-08-19,No-regime optimizer,0.0
2020-08-20,No-regime optimizer,0.0
2020-08-21,No-regime optimizer,0.0
2020-08-24,No-regime optimizer,0.0
2020-08-25,No-regime optimizer,0.0
2020-08-26,No-regime optimizer,0.0
2020-08-27,No-regime optimizer,0.0
2020-08-28,No-regime optimizer,0.0
2020-08-31,No-regime optimizer,0.21596714402356515
2020-09-01,No-regime optimizer,0.0
2020-09-02,No-regime optimizer,0.0
2020-09-03,No-regime optimizer,0.0
2020-09-04,No-regime optimizer,0.0
2020-09-07,No-regime optimizer,0.0
2020-09-08,No-regime optimizer,0.0
2020-09-09,No-regime optimizer,0.0
2020-09-10,No-regime optimizer,0.0
2020-09-11,No-regime optimizer,0.0
2020-09-14,No-regime optimizer,0.0
2020-09-15,No-regime optimizer,0.0
2020-09-16,No-regime optimizer,0.0
2020-09-17,No-regime optimizer,0.0
2020-09-18,No-regime optimizer,0.0
2020-09-21,No-regime optimizer,0.0
2020-09-22,No-regime optimizer,0.0
2020-09-23,No-regime optimizer,0.0
2020-09-24,No-regime optimizer,0.0
2020-09-25,No-regime optimizer,0.0
2020-09-28,No-regime optimizer,0.0
2020-09-29,No-regime optimizer,0.2164554352472747
2020-09-30,No-regime optimizer,0.0
2020-10-01,No-regime optimizer,0.0
2020-10-05,No-regime optimizer,0.0
2020-10-06,No-regime optimizer,0.0
2020-10-07,No-regime optimizer,0.0
2020-10-08,No-regime optimizer,0.0
2020-10-09,No-regime optimizer,0.0
2020-10-12,No-regime optimizer,0.0
2020-10-13,No-regime optimizer,0.0
2020-10-14,No-regime optimizer,0.0
2020-10-15,No-regime optimizer,0.0
2020-10-16,No-regime optimizer,0.0
2020-10-19,No-regime optimizer,0.0
2020-10-20,No-regime optimizer,0.0
2020-10-21,No-regime optimizer,0.0
2020-10-22,No-regime optimizer,0.0
2020-10-23,No-regime optimizer,0.0
2020-10-26,No-regime optimizer,0.0
2020-10-27,No-regime optimizer,0.0
2020-10-28,No-regime optimizer,0.0
2020-10-29,No-regime optimizer,0.0055302886881802744
2020-10-30,No-regime optimizer,0.0
2020-11-02,No-regime optimizer,0.0
2020-11-03,No-regime optimizer,0.0
2020-11-04,No-regime optimizer,0.0
2020-11-05,No-regime optimizer,0.0
2020-11-06,No-regime optimizer,0.0
2020-11-09,No-regime optimizer,0.0
2020-11-10,No-regime optimizer,0.0
2020-11-11,No-regime optimizer,0.0
2020-11-12,No-regime optimizer,0.0
2020-11-13,No-regime optimizer,0.0
2020-11-14,No-regime optimizer,0.0
2020-11-17,No-regime optimizer,0.0
2020-11-18,No-regime optimizer,0.0
2020-11-19,No-regime optimizer,0.0
2020-11-20,No-regime optimizer,0.0
2020-11-23,No-regime optimizer,0.0
2020-11-24,No-regime optimizer,0.0
2020-11-25,No-regime optimizer,0.0
2020-11-26,No-regime optimizer,0.0
2020-11-27,No-regime optimizer,0.2736894828161819
2020-12-01,No-regime optimizer,0.0
2020-12-02,No-regime optimizer,0.0
2020-12-03,No-regime optimizer,0.0
2020-12-04,No-regime optimizer,0.0
2020-12-07,No-regime optimizer,0.0
2020-12-08,No-regime optimizer,0.0
2020-12-09,No-regime optimizer,0.0
2020-12-10,No-regime optimizer,0.0
2020-12-11,No-regime optimizer,0.0
2020-12-14,No-regime optimizer,0.0
2020-12-15,No-regime optimizer,0.0
2020-12-16,No-regime optimizer,0.0
2020-12-17,No-regime optimizer,0.0
2020-12-18,No-regime optimizer,0.0
2020-12-21,No-regime optimizer,0.0
2020-12-22,No-regime optimizer,0.0
2020-12-23,No-regime optimizer,0.0
2020-12-24,No-regime optimizer,0.0
2020-12-28,No-regime optimizer,0.0
2020-12-29,No-regime optimizer,0.0
2020-12-30,No-regime optimizer,0.7950817572463784
2020-12-31,No-regime optimizer,0.0
2021-01-01,No-regime optimizer,0.0
2021-01-04,No-regime optimizer,0.0
2021-01-05,No-regime optimizer,0.0
2021-01-06,No-regime optimizer,0.0
2021-01-07,No-regime optimizer,0.0
2021-01-08,No-regime optimizer,0.0
2021-01-11,No-regime optimizer,0.0
2021-01-12,No-regime optimizer,0.0
2021-01-13,No-regime optimizer,0.0
2021-01-14,No-regime optimizer,0.0
2021-01-15,No-regime optimizer,0.0
2021-01-18,No-regime optimizer,0.0
2021-01-19,No-regime optimizer,0.0
2021-01-20,No-regime optimizer,0.0
2021-01-21,No-regime optimizer,0.0
2021-01-22,No-regime optimizer,0.0
2021-01-25,No-regime optimizer,0.0
2021-01-27,No-regime optimizer,0.0
2021-01-28,No-regime optimizer,0.0
2021-01-29,No-regime optimizer,0.0007187528036112244
2021-02-01,No-regime optimizer,0.0
2021-02-02,No-regime optimizer,0.0
2021-02-03,No-regime optimizer,0.0
2021-02-04,No-regime optimizer,0.0
2021-02-05,No-regime optimizer,0.0
2021-02-08,No-regime optimizer,0.0
2021-02-09,No-regime optimizer,0.0
2021-02-10,No-regime optimizer,0.0
2021-02-11,No-regime optimizer,0.0
2021-02-12,No-regime optimizer,0.0
2021-02-15,No-regime optimizer,0.0
2021-02-16,No-regime optimizer,0.0
2021-02-17,No-regime optimizer,0.0
2021-02-18,No-regime optimizer,0.0
2021-02-19,No-regime optimizer,0.0
2021-02-22,No-regime optimizer,0.0
2021-02-23,No-regime optimizer,0.0
2021-02-24,No-regime optimizer,0.0
2021-02-25,No-regime optimizer,0.0
2021-02-26,No-regime optimizer,0.0
2021-03-01,No-regime optimizer,0.5757086744092819
2021-03-02,No-regime optimizer,0.0
2021-03-03,No-regime optimizer,0.0
2021-03-04,No-regime optimizer,0.0
2021-03-05,No-regime optimizer,0.0
2021-03-08,No-regime optimizer,0.0
2021-03-09,No-regime optimizer,0.0
2021-03-10,No-regime optimizer,0.0
2021-03-12,No-regime optimizer,0.0
2021-03-15,No-regime optimizer,0.0
2021-03-16,No-regime optimizer,0.0
2021-03-17,No-regime optimizer,0.0
2021-03-18,No-regime optimizer,0.0
2021-03-19,No-regime optimizer,0.0
2021-03-22,No-regime optimizer,0.0
2021-03-23,No-regime optimizer,0.0
2021-03-24,No-regime optimizer,0.0
2021-03-25,No-regime optimizer,0.0
2021-03-26,No-regime optimizer,0.0
2021-03-30,No-regime optimizer,0.0
2021-03-31,No-regime optimizer,0.0
2021-04-01,No-regime optimizer,0.004583372165868249
2021-04-05,No-regime optimizer,0.0
2021-04-06,No-regime optimizer,0.0
2021-04-07,No-regime optimizer,0.0
2021-04-08,No-regime optimizer,0.0
2021-04-09,No-regime optimizer,0.0
2021-04-12,No-regime optimizer,0.0
2021-04-13,No-regime optimizer,0.0
2021-04-15,No-regime optimizer,0.0
2021-04-16,No-regime optimizer,0.0
2021-04-19,No-regime optimizer,0.0
2021-04-20,No-regime optimizer,0.0
2021-04-22,No-regime optimizer,0.0
2021-04-23,No-regime optimizer,0.0
2021-04-26,No-regime optimizer,0.0
2021-04-27,No-regime optimizer,0.0
2021-04-28,No-regime optimizer,0.0
2021-04-29,No-regime optimizer,0.0
2021-04-30,No-regime optimizer,0.0
2021-05-03,No-regime optimizer,0.0
2021-05-04,No-regime optimizer,0.0
2021-05-05,No-regime optimizer,0.2085770211443166
2021-05-06,No-regime optimizer,0.0
2021-05-07,No-regime optimizer,0.0
2021-05-10,No-regime optimizer,0.0
2021-05-11,No-regime optimizer,0.0
2021-05-12,No-regime optimizer,0.0
2021-05-14,No-regime optimizer,0.0
2021-05-17,No-regime optimizer,0.0
2021-05-18,No-regime optimizer,0.0
2021-05-19,No-regime optimizer,0.0
2021-05-20,No-regime optimizer,0.0
2021-05-21,No-regime optimizer,0.0
2021-05-24,No-regime optimizer,0.0
2021-05-25,No-regime optimizer,0.0
2021-05-26,No-regime optimizer,0.0
2021-05-27,No-regime optimizer,0.0
2021-05-28,No-regime optimizer,0.0
2021-05-31,No-regime optimizer,0.0
2021-06-01,No-regime optimizer,0.0
2021-06-02,No-regime optimizer,0.0
2021-06-03,No-regime optimizer,0.0
2021-06-04,No-regime optimizer,0.19999678642590737
2021-06-07,No-regime optimizer,0.0
2021-06-08,No-regime optimizer,0.0
2021-06-09,No-regime optimizer,0.0
2021-06-10,No-regime optimizer,0.0
2021-06-11,No-regime optimizer,0.0
2021-06-14,No-regime optimizer,0.0
2021-06-15,No-regime optimizer,0.0
2021-06-16,No-regime optimizer,0.0
2021-06-17,No-regime optimizer,0.0
2021-06-18,No-regime optimizer,0.0
2021-06-21,No-regime optimizer,0.0
2021-06-22,No-regime optimizer,0.0
2021-06-23,No-regime optimizer,0.0
2021-06-24,No-regime optimizer,0.0
2021-06-25,No-regime optimizer,0.0
2021-06-28,No-regime optimizer,0.0
2021-06-29,No-regime optimizer,0.0
2021-06-30,No-regime optimizer,0.0
2021-07-01,No-regime optimizer,0.0
2021-07-02,No-regime optimizer,0.0
2021-07-05,No-regime optimizer,0.19999669370215672
2021-07-06,No-regime optimizer,0.0
2021-07-07,No-regime optimizer,0.0
2021-07-08,No-regime optimizer,0.0
2021-07-09,No-regime optimizer,0.0
2021-07-12,No-regime optimizer,0.0
2021-07-13,No-regime optimizer,0.0
2021-07-14,No-regime optimizer,0.0
2021-07-15,No-regime optimizer,0.0
2021-07-16,No-regime optimizer,0.0
2021-07-19,No-regime optimizer,0.0
2021-07-20,No-regime optimizer,0.0
2021-07-22,No-regime optimizer,0.0
2021-07-23,No-regime optimizer,0.0
2021-07-26,No-regime optimizer,0.0
2021-07-27,No-regime optimizer,0.0
2021-07-28,No-regime optimizer,0.0
2021-07-29,No-regime optimizer,0.0
2021-07-30,No-regime optimizer,0.0
2021-08-02,No-regime optimizer,0.0
2021-08-03,No-regime optimizer,0.0
2021-08-04,No-regime optimizer,0.003954185449795707
2021-08-05,No-regime optimizer,0.0
2021-08-06,No-regime optimizer,0.0
2021-08-09,No-regime optimizer,0.0
2021-08-10,No-regime optimizer,0.0
2021-08-11,No-regime optimizer,0.0
2021-08-12,No-regime optimizer,0.0
2021-08-13,No-regime optimizer,0.0
2021-08-16,No-regime optimizer,0.0
2021-08-17,No-regime optimizer,0.0
2021-08-18,No-regime optimizer,0.0
2021-08-20,No-regime optimizer,0.0
2021-08-23,No-regime optimizer,0.0
2021-08-24,No-regime optimizer,0.0
2021-08-25,No-regime optimizer,0.0
2021-08-26,No-regime optimizer,0.0
2021-08-27,No-regime optimizer,0.0
2021-08-30,No-regime optimizer,0.0
2021-08-31,No-regime optimizer,0.0
2021-09-01,No-regime optimizer,0.0
2021-09-02,No-regime optimizer,0.0
2021-09-03,No-regime optimizer,0.009646704867289049
2021-09-06,No-regime optimizer,0.0
2021-09-07,No-regime optimizer,0.0
2021-09-08,No-regime optimizer,0.0
2021-09-09,No-regime optimizer,0.0
2021-09-13,No-regime optimizer,0.0
2021-09-14,No-regime optimizer,0.0
2021-09-15,No-regime optimizer,0.0
2021-09-16,No-regime optimizer,0.0
2021-09-17,No-regime optimizer,0.0
2021-09-20,No-regime optimizer,0.0
2021-09-21,No-regime optimizer,0.0
2021-09-22,No-regime optimizer,0.0
