date,posterior_maximum_probability,posterior_entropy
2011-05-10,0.9999999987189768,2.753780178076456e-08
2011-05-11,0.9999999987189768,2.753780178076456e-08
2011-05-12,0.9999999987189768,2.753780178076456e-08
2011-05-13,0.9999999987189768,2.753780178076456e-08
2011-05-16,0.9999999987189768,2.753780178076456e-08
2011-05-17,0.9999999987189768,2.753780178076456e-08
2011-05-18,0.9999999987189768,2.753780178076456e-08
2011-05-19,0.9999999987189768,2.753780178076456e-08
2011-05-20,0.9999999987189768,2.753780178076456e-08
2011-05-23,0.9999999987189768,2.753780178076456e-08
2011-05-24,0.9999999987189768,2.753780178076456e-08
2011-05-25,0.9999999987189768,2.753780178076456e-08
2011-05-26,0.9999999987189768,2.753780178076456e-08
2011-05-27,0.9999999987189768,2.753780178076456e-08
2011-05-30,0.9999999987189768,2.753780178076456e-08
2011-05-31,0.9999999987189768,2.753780178076456e-08
2011-06-01,0.9999999987189768,2.753780178076456e-08
2011-06-02,0.9999999987189768,2.753780178076456e-08
2011-06-03,0.9999999987189768,2.753780178076456e-08
2011-06-06,0.9999999987189768,2.753780178076456e-08
2011-06-07,0.9999999987189768,2.753780178076456e-08
2011-06-08,0.9999999875201412,2.3967098160204697e-07
2011-06-09,0.9999999875201412,2.3967098160204697e-07
2011-06-10,0.9999999875201412,2.3967098160204697e-07
2011-06-13,0.9999999875201412,2.3967098160204697e-07
2011-06-14,0.9999999875201412,2.3967098160204697e-07
2011-06-15,0.9999999875201412,2.3967098160204697e-07
2011-06-16,0.9999999875201412,2.3967098160204697e-07
2011-06-17,0.9999999875201412,2.3967098160204697e-07
2011-06-20,0.9999999875201412,2.3967098160204697e-07
2011-06-21,0.9999999875201412,2.3967098160204697e-07
2011-06-22,0.9999999875201412,2.3967098160204697e-07
2011-06-23,0.9999999875201412,2.3967098160204697e-07
2011-06-24,0.9999999875201412,2.3967098160204697e-07
2011-06-27,0.9999999875201412,2.3967098160204697e-07
2011-06-28,0.9999999875201412,2.3967098160204697e-07
2011-06-29,0.9999999875201412,2.3967098160204697e-07
2011-06-30,0.9999999875201412,2.3967098160204697e-07
2011-07-01,0.9999999875201412,2.3967098160204697e-07
2011-07-04,0.9999999875201412,2.3967098160204697e-07
2011-07-05,0.9999999875201412,2.3967098160204697e-07
2011-07-06,0.9999999875201412,2.3967098160204697e-07
2011-07-07,1.0,5.526204223185709e-11
2011-07-08,1.0,5.526204223185709e-11
2011-07-11,1.0,5.526204223185709e-11
2011-07-12,1.0,5.526204223185709e-11
2011-07-13,1.0,5.526204223185709e-11
2011-07-14,1.0,5.526204223185709e-11
2011-07-15,1.0,5.526204223185709e-11
2011-07-18,1.0,5.526204223185709e-11
2011-07-19,1.0,5.526204223185709e-11
2011-07-20,1.0,5.526204223185709e-11
2011-07-21,1.0,5.526204223185709e-11
2011-07-22,1.0,5.526204223185709e-11
2011-07-25,1.0,5.526204223185709e-11
2011-07-26,1.0,5.526204223185709e-11
2011-07-27,1.0,5.526204223185709e-11
2011-07-28,1.0,5.526204223185709e-11
2011-07-29,1.0,5.526204223185709e-11
2011-08-01,1.0,5.526204223185709e-11
2011-08-02,1.0,5.526204223185709e-11
2011-08-03,1.0,5.526204223185709e-11
2011-08-04,1.0,5.526204223185709e-11
2011-08-05,1.0,5.526204223185709e-11
2011-08-08,1.0,5.526204223185709e-11
2011-08-09,1.0,5.526204223185709e-11
2011-08-10,1.0,5.526204223185709e-11
2011-08-11,1.0,5.526204223185709e-11
2011-08-12,1.0,5.526204223185709e-11
2011-08-16,1.0,5.526204223185709e-11
2011-08-17,1.0,5.526204223185709e-11
2011-08-18,1.0,5.526204223185709e-11
2011-08-19,1.0,5.526204223185709e-11
2011-08-22,1.0,5.526204223185709e-11
2011-08-23,1.0,5.526204223185709e-11
2011-08-24,1.0,5.526204223185709e-11
2011-08-25,1.0,5.526204223185709e-11
2011-08-26,1.0,5.526204223185709e-11
2011-08-29,1.0,5.526204223185709e-11
2011-08-30,1.0,5.526204223185709e-11
2011-09-02,1.0,5.526204223185709e-11
2011-09-05,1.0,5.526204223185709e-11
2011-09-06,1.0,5.526204223185709e-11
2011-09-07,1.0,5.526204223185709e-11
2011-09-08,1.0,5.526204223185709e-11
2011-09-09,1.0,5.526204223185709e-11
2011-09-12,1.0,5.526204223185709e-11
2011-09-13,1.0,5.526204223185709e-11
2011-09-14,1.0,5.526204223185709e-11
2011-09-15,1.0,5.526204223185709e-11
2011-09-16,1.0,5.526204223185709e-11
2011-09-19,1.0,5.526204223185709e-11
2011-09-20,1.0,5.526204223185709e-11
2011-09-21,1.0,5.526204223185709e-11
2011-09-22,1.0,5.526204223185709e-11
2011-09-23,1.0,5.526204223185709e-11
2011-09-26,1.0,5.526204223185709e-11
2011-09-27,1.0,5.526204223185709e-11
2011-09-28,1.0,5.526204223185709e-11
2011-09-29,1.0,5.526204223185709e-11
2011-09-30,1.0,5.526204223185709e-11
2011-10-03,1.0,5.526204223185709e-11
2011-10-04,1.0,5.526204223185709e-11
2011-10-05,1.0,5.526204223185709e-11
2011-10-07,1.0,5.526204223185709e-11
2011-10-10,1.0,5.526204223185709e-11
2011-10-11,1.0,5.526204223185709e-11
2011-10-12,1.0,5.526204223185709e-11
2011-10-13,1.0,5.526204223185709e-11
2011-10-14,1.0,5.526204223185709e-11
2011-10-17,1.0,5.526204223185709e-11
2011-10-18,1.0,5.526204223185709e-11
2011-10-19,1.0,5.526204223185709e-11
2011-10-20,1.0,5.526204223185709e-11
2011-10-21,1.0,5.526204223185709e-11
2011-10-24,1.0,5.526204223185709e-11
2011-10-25,1.0,5.526204223185709e-11
2011-10-28,1.0,5.526204223185709e-11
2011-10-31,1.0,5.526204223185709e-11
2011-11-01,1.0,5.526204223185709e-11
2011-11-02,1.0,5.526204223185709e-11
2011-11-03,1.0,5.526204223185709e-11
2011-11-04,1.0,5.526204223185709e-11
2011-11-08,1.0,5.526204223185709e-11
2011-11-09,1.0,5.526204223185709e-11
2011-11-11,1.0,5.526204223185709e-11
2011-11-14,0.9982589031871298,0.012801186187723562
2011-11-15,0.9982589031871298,0.012801186187723562
2011-11-16,0.9982589031871298,0.012801186187723562
2011-11-17,0.9982589031871298,0.012801186187723562
2011-11-18,0.9982589031871298,0.012801186187723562
2011-11-21,0.9982589031871298,0.012801186187723562
2011-11-22,0.9982589031871298,0.012801186187723562
2011-11-23,0.9982589031871298,0.012801186187723562
2011-11-24,0.9982589031871298,0.012801186187723562
2011-11-25,0.9982589031871298,0.012801186187723562
2011-11-28,0.9982589031871298,0.012801186187723562
2011-11-29,0.9982589031871298,0.012801186187723562
2011-11-30,0.9982589031871298,0.012801186187723562
2011-12-01,0.9982589031871298,0.012801186187723562
2011-12-02,0.9982589031871298,0.012801186187723562
2011-12-05,0.9982589031871298,0.012801186187723562
2011-12-07,0.9982589031871298,0.012801186187723562
2011-12-08,0.9982589031871298,0.012801186187723562
2011-12-09,0.9982589031871298,0.012801186187723562
2011-12-12,0.9982589031871298,0.012801186187723562
2011-12-13,0.9982589031871298,0.012801186187723562
2011-12-14,0.999996775243714,4.400070353151172e-05
2011-12-15,0.999996775243714,4.400070353151172e-05
2011-12-16,0.999996775243714,4.400070353151172e-05
2011-12-19,0.999996775243714,4.400070353151172e-05
2011-12-20,0.999996775243714,4.400070353151172e-05
2011-12-21,0.999996775243714,4.400070353151172e-05
2011-12-22,0.999996775243714,4.400070353151172e-05
2011-12-23,0.999996775243714,4.400070353151172e-05
2011-12-26,0.999996775243714,4.400070353151172e-05
2011-12-27,0.999996775243714,4.400070353151172e-05
2011-12-28,0.999996775243714,4.400070353151172e-05
2011-12-29,0.999996775243714,4.400070353151172e-05
2011-12-30,0.999996775243714,4.400070353151172e-05
2012-01-02,0.999996775243714,4.400070353151172e-05
2012-01-03,0.999996775243714,4.400070353151172e-05
2012-01-04,0.999996775243714,4.400070353151172e-05
2012-01-05,0.999996775243714,4.400070353151172e-05
2012-01-06,0.999996775243714,4.400070353151172e-05
2012-01-09,0.999996775243714,4.400070353151172e-05
2012-01-10,0.999996775243714,4.400070353151172e-05
2012-01-11,0.999996775243714,4.400070353151172e-05
2012-01-12,0.999999705123444,4.7288773765548505e-06
2012-01-13,0.999999705123444,4.7288773765548505e-06
2012-01-16,0.999999705123444,4.7288773765548505e-06
2012-01-17,0.999999705123444,4.7288773765548505e-06
2012-01-18,0.999999705123444,4.7288773765548505e-06
2012-01-19,0.999999705123444,4.7288773765548505e-06
2012-01-20,0.999999705123444,4.7288773765548505e-06
2012-01-23,0.999999705123444,4.7288773765548505e-06
2012-01-24,0.999999705123444,4.7288773765548505e-06
2012-01-25,0.999999705123444,4.7288773765548505e-06
2012-01-27,0.999999705123444,4.7288773765548505e-06
2012-01-30,0.999999705123444,4.7288773765548505e-06
2012-01-31,0.999999705123444,4.7288773765548505e-06
2012-02-01,0.999999705123444,4.7288773765548505e-06
2012-02-02,0.999999705123444,4.7288773765548505e-06
2012-02-03,0.999999705123444,4.7288773765548505e-06
2012-02-06,0.999999705123444,4.7288773765548505e-06
2012-02-07,0.999999705123444,4.7288773765548505e-06
2012-02-08,0.999999705123444,4.7288773765548505e-06
2012-02-09,0.999999705123444,4.7288773765548505e-06
2012-02-10,0.999999705123444,4.7288773765548505e-06
2012-02-13,0.9999999999995453,5.571678958274345e-11
2012-02-14,0.9999999999995453,5.571678958274345e-11
2012-02-15,0.9999999999995453,5.571678958274345e-11
2012-02-16,0.9999999999995453,5.571678958274345e-11
2012-02-17,0.9999999999995453,5.571678958274345e-11
2012-02-21,0.9999999999995453,5.571678958274345e-11
2012-02-22,0.9999999999995453,5.571678958274345e-11
2012-02-23,0.9999999999995453,5.571678958274345e-11
2012-02-24,0.9999999999995453,5.571678958274345e-11
2012-02-27,0.9999999999995453,5.571678958274345e-11
2012-02-28,0.9999999999995453,5.571678958274345e-11
2012-02-29,0.9999999999995453,5.571678958274345e-11
2012-03-01,0.9999999999995453,5.571678958274345e-11
2012-03-02,0.9999999999995453,5.571678958274345e-11
2012-03-05,0.9999999999995453,5.571678958274345e-11
2012-03-06,0.9999999999995453,5.571678958274345e-11
2012-03-07,0.9999999999995453,5.571678958274345e-11
2012-03-09,0.9999999999995453,5.571678958274345e-11
2012-03-12,0.9999999999995453,5.571678958274345e-11
2012-03-13,0.9999999999995453,5.571678958274345e-11
2012-03-14,0.9999999999995453,5.571678958274345e-11
2012-03-15,1.0,5.526204223185709e-11
2012-03-16,1.0,5.526204223185709e-11
2012-03-19,1.0,5.526204223185709e-11
2012-03-20,1.0,5.526204223185709e-11
2012-03-21,1.0,5.526204223185709e-11
2012-03-22,1.0,5.526204223185709e-11
2012-03-23,1.0,5.526204223185709e-11
2012-03-26,1.0,5.526204223185709e-11
2012-03-27,1.0,5.526204223185709e-11
2012-03-28,1.0,5.526204223185709e-11
2012-03-29,1.0,5.526204223185709e-11
2012-03-30,1.0,5.526204223185709e-11
2012-04-02,1.0,5.526204223185709e-11
2012-04-03,1.0,5.526204223185709e-11
2012-04-04,1.0,5.526204223185709e-11
2012-04-09,1.0,5.526204223185709e-11
2012-04-10,1.0,5.526204223185709e-11
2012-04-11,1.0,5.526204223185709e-11
2012-04-12,1.0,5.526204223185709e-11
2012-04-13,1.0,5.526204223185709e-11
2012-04-16,1.0,5.526204223185709e-11
2012-04-17,1.0,5.526204223185709e-11
2012-04-18,1.0,5.526204223185709e-11
2012-04-19,1.0,5.526204223185709e-11
2012-04-20,1.0,5.526204223185709e-11
2012-04-23,1.0,5.526204223185709e-11
2012-04-24,1.0,5.526204223185709e-11
2012-04-25,1.0,5.526204223185709e-11
2012-04-26,1.0,5.526204223185709e-11
2012-04-27,1.0,5.526204223185709e-11
2012-04-30,1.0,5.526204223185709e-11
2012-05-02,1.0,5.526204223185709e-11
2012-05-03,1.0,5.526204223185709e-11
2012-05-04,1.0,5.526204223185709e-11
2012-05-07,1.0,5.526204223185709e-11
2012-05-08,1.0,5.526204223185709e-11
2012-05-09,1.0,5.526204223185709e-11
2012-05-10,1.0,5.526204223185709e-11
2012-05-11,1.0,5.526204223185709e-11
2012-05-14,1.0,5.526204223185709e-11
2012-05-15,1.0,5.526204223185709e-11
2012-05-16,1.0,5.526204223185709e-11
2012-05-17,0.9999993944208668,9.275733208234478e-06
2012-05-18,0.9999993944208668,9.275733208234478e-06
2012-05-21,0.9999993944208668,9.275733208234478e-06
2012-05-22,0.9999993944208668,9.275733208234478e-06
2012-05-23,0.9999993944208668,9.275733208234478e-06
2012-05-24,0.9999993944208668,9.275733208234478e-06
2013-01-31,0.9999993944208668,9.275733208234478e-06
2013-02-01,0.9999993944208668,9.275733208234478e-06
2013-02-04,0.9999993944208668,9.275733208234478e-06
2013-02-05,0.9999993944208668,9.275733208234478e-06
2013-02-06,0.9999993944208668,9.275733208234478e-06
2013-02-07,0.9999993944208668,9.275733208234478e-06
2013-02-08,0.9999993944208668,9.275733208234478e-06
2013-02-11,0.9999993944208668,9.275733208234478e-06
2013-02-12,0.9999993944208668,9.275733208234478e-06
2013-02-13,0.9999993944208668,9.275733208234478e-06
2013-02-14,0.9999993944208668,9.275733208234478e-06
2013-02-15,0.9999993944208668,9.275733208234478e-06
2013-02-18,0.9999993944208668,9.275733208234478e-06
2013-02-19,0.9999993944208668,9.275733208234478e-06
2013-02-20,0.9999993944208668,9.275733208234478e-06
2013-02-21,0.9999999976801064,4.8469258290179636e-08
2013-02-22,0.9999999976801064,4.8469258290179636e-08
2013-02-25,0.9999999976801064,4.8469258290179636e-08
2013-02-26,0.9999999976801064,4.8469258290179636e-08
2013-02-27,0.9999999976801064,4.8469258290179636e-08
2013-02-28,0.9999999976801064,4.8469258290179636e-08
2013-03-01,0.9999999976801064,4.8469258290179636e-08
2013-03-04,0.9999999976801064,4.8469258290179636e-08
2013-03-05,0.9999999976801064,4.8469258290179636e-08
2013-03-06,0.9999999976801064,4.8469258290179636e-08
2013-03-07,0.9999999976801064,4.8469258290179636e-08
2013-03-08,0.9999999976801064,4.8469258290179636e-08
2013-03-11,0.9999999976801064,4.8469258290179636e-08
2013-03-12,0.9999999976801064,4.8469258290179636e-08
2013-03-13,0.9999999976801064,4.8469258290179636e-08
2013-03-14,0.9999999976801064,4.8469258290179636e-08
2013-03-15,0.9999999976801064,4.8469258290179636e-08
2013-03-18,0.9999999976801064,4.8469258290179636e-08
2013-03-19,0.9999999976801064,4.8469258290179636e-08
2013-03-20,0.9999999976801064,4.8469258290179636e-08
2013-03-21,0.9999999976801064,4.8469258290179636e-08
2013-03-22,1.0,5.526204223185709e-11
2013-03-25,1.0,5.526204223185709e-11
2013-03-26,1.0,5.526204223185709e-11
2013-03-28,1.0,5.526204223185709e-11
2013-04-01,1.0,5.526204223185709e-11
2013-04-02,1.0,5.526204223185709e-11
2013-04-03,1.0,5.526204223185709e-11
2013-04-04,1.0,5.526204223185709e-11
2013-04-05,1.0,5.526204223185709e-11
2013-04-08,1.0,5.526204223185709e-11
2013-04-09,1.0,5.526204223185709e-11
2013-04-10,1.0,5.526204223185709e-11
2013-04-11,1.0,5.526204223185709e-11
2013-04-12,1.0,5.526204223185709e-11
2013-04-15,1.0,5.526204223185709e-11
2013-04-16,1.0,5.526204223185709e-11
2013-04-17,1.0,5.526204223185709e-11
2013-04-18,1.0,5.526204223185709e-11
2013-04-22,1.0,5.526204223185709e-11
2013-04-23,1.0,5.526204223185709e-11
2013-04-25,1.0,5.526204223185709e-11
2013-04-26,1.0,5.526204223185709e-11
2013-04-29,1.0,5.526204223185709e-11
2013-04-30,1.0,5.526204223185709e-11
2013-05-02,1.0,5.526204223185709e-11
2013-05-03,1.0,5.526204223185709e-11
2013-05-06,1.0,5.526204223185709e-11
2013-05-07,1.0,5.526204223185709e-11
2013-05-08,1.0,5.526204223185709e-11
2013-05-09,1.0,5.526204223185709e-11
2013-05-10,1.0,5.526204223185709e-11
2013-05-13,1.0,5.526204223185709e-11
2013-05-14,1.0,5.526204223185709e-11
2013-05-15,1.0,5.526204223185709e-11
2013-05-16,1.0,5.526204223185709e-11
2013-05-17,1.0,5.526204223185709e-11
2013-05-20,1.0,5.526204223185709e-11
2013-05-21,1.0,5.526204223185709e-11
2013-05-22,1.0,5.526204223185709e-11
2013-05-23,1.0,5.526204223185709e-11
2013-05-24,1.0,5.526204223185709e-11
2013-05-27,1.0,5.526204223185709e-11
2013-05-28,1.0,5.526204223185709e-11
2013-05-29,1.0,5.526204223185709e-11
2013-05-30,1.0,5.526204223185709e-11
2013-05-31,1.0,5.526204223185709e-11
2013-06-03,1.0,5.526204223185709e-11
2013-06-04,1.0,5.526204223185709e-11
2013-06-05,1.0,5.526204223185709e-11
2013-06-06,1.0,5.526204223185709e-11
2013-06-07,1.0,5.526204223185709e-11
2013-06-10,1.0,5.526204223185709e-11
2013-06-11,1.0,5.526204223185709e-11
2013-06-12,1.0,5.526204223185709e-11
2013-06-13,1.0,5.526204223185709e-11
2013-06-14,1.0,5.526204223185709e-11
2013-06-17,1.0,5.526204223185709e-11
2013-06-18,1.0,5.526204223185709e-11
2013-06-19,1.0,5.526204223185709e-11
2013-06-20,1.0,5.526204223185709e-11
2013-06-21,1.0,5.526204223185709e-11
2013-06-24,1.0,5.526204223185709e-11
2013-06-25,1.0,5.526204223185709e-11
2013-06-26,1.0,5.526204223185709e-11
2013-06-27,1.0,5.526204223185709e-11
2013-06-28,1.0,5.526204223185709e-11
2013-07-01,1.0,5.526204223185709e-11
2013-07-02,1.0,5.526204223185709e-11
2013-07-03,1.0,5.526204223185709e-11
2013-07-04,1.0,5.526204223185709e-11
2013-07-05,1.0,5.526204223185709e-11
2013-07-08,1.0,5.526204223185709e-11
2013-07-09,1.0,5.526204223185709e-11
2013-07-10,1.0,5.526204223185709e-11
2013-07-11,1.0,5.526204223185709e-11
2013-07-12,1.0,5.526204223185709e-11
2013-07-15,1.0,5.526204223185709e-11
2013-07-16,1.0,5.526204223185709e-11
2013-07-17,1.0,5.526204223185709e-11
2013-07-18,1.0,5.526204223185709e-11
2013-07-19,1.0,5.526204223185709e-11
2013-07-22,1.0,5.526204223185709e-11
2013-07-23,1.0,5.526204223185709e-11
2013-07-24,1.0,5.526204223185709e-11
2013-07-25,0.9999999874978583,2.400363469554969e-07
2013-07-26,0.9999999874978583,2.400363469554969e-07
2013-07-29,0.9999999874978583,2.400363469554969e-07
2013-07-30,0.9999999874978583,2.400363469554969e-07
2013-07-31,0.9999999874978583,2.400363469554969e-07
2013-08-01,0.9999999874978583,2.400363469554969e-07
2013-08-02,0.9999999874978583,2.400363469554969e-07
2013-08-05,0.9999999874978583,2.400363469554969e-07
2013-08-06,0.9999999874978583,2.400363469554969e-07
2013-08-07,0.9999999874978583,2.400363469554969e-07
2013-08-08,0.9999999874978583,2.400363469554969e-07
2013-08-12,0.9999999874978583,2.400363469554969e-07
2013-08-13,0.9999999874978583,2.400363469554969e-07
2013-08-14,0.9999999874978583,2.400363469554969e-07
2013-08-16,0.9999999874978583,2.400363469554969e-07
2013-08-19,0.9999999874978583,2.400363469554969e-07
2013-08-20,0.9999999874978583,2.400363469554969e-07
2013-08-21,0.9999999874978583,2.400363469554969e-07
2013-08-22,0.9999999874978583,2.400363469554969e-07
2013-08-23,0.9999999874978583,2.400363469554969e-07
2013-08-26,0.9999999874978583,2.400363469554969e-07
2013-08-27,0.9999991996925038,1.2051916904560472e-05
2013-08-28,0.9999991996925038,1.2051916904560472e-05
2013-08-29,0.9999991996925038,1.2051916904560472e-05
2013-08-30,0.9999991996925038,1.2051916904560472e-05
2013-09-02,0.9999991996925038,1.2051916904560472e-05
2013-09-03,0.9999991996925038,1.2051916904560472e-05
2013-09-04,0.9999991996925038,1.2051916904560472e-05
2013-09-05,0.9999991996925038,1.2051916904560472e-05
2013-09-06,0.9999991996925038,1.2051916904560472e-05
2013-09-10,0.9999991996925038,1.2051916904560472e-05
2013-09-11,0.9999991996925038,1.2051916904560472e-05
2013-09-12,0.9999991996925038,1.2051916904560472e-05
2013-09-13,0.9999991996925038,1.2051916904560472e-05
2013-09-16,0.9999991996925038,1.2051916904560472e-05
2013-09-17,0.9999991996925038,1.2051916904560472e-05
2013-09-18,0.9999991996925038,1.2051916904560472e-05
2013-09-19,0.9999991996925038,1.2051916904560472e-05
2013-09-20,0.9999991996925038,1.2051916904560472e-05
2013-09-23,0.9999991996925038,1.2051916904560472e-05
2013-09-24,0.9999991996925038,1.2051916904560472e-05
2013-09-25,0.9999991996925038,1.2051916904560472e-05
2013-09-26,0.9999999997619398,5.540498871902743e-09
2013-09-27,0.9999999997619398,5.540498871902743e-09
2013-09-30,0.9999999997619398,5.540498871902743e-09
2013-10-01,0.9999999997619398,5.540498871902743e-09
2013-10-03,0.9999999997619398,5.540498871902743e-09
2013-10-04,0.9999999997619398,5.540498871902743e-09
2013-10-07,0.9999999997619398,5.540498871902743e-09
2013-10-08,0.9999999997619398,5.540498871902743e-09
2013-10-09,0.9999999997619398,5.540498871902743e-09
2013-10-10,0.9999999997619398,5.540498871902743e-09
2013-10-11,0.9999999997619398,5.540498871902743e-09
2013-10-14,0.9999999997619398,5.540498871902743e-09
2013-10-15,0.9999999997619398,5.540498871902743e-09
2013-10-17,0.9999999997619398,5.540498871902743e-09
2013-10-18,0.9999999997619398,5.540498871902743e-09
2013-10-21,0.9999999997619398,5.540498871902743e-09
2013-10-22,0.9999999997619398,5.540498871902743e-09
2013-10-23,0.9999999997619398,5.540498871902743e-09
2013-10-24,0.9999999997619398,5.540498871902743e-09
2013-10-25,0.9999999997619398,5.540498871902743e-09
2013-10-28,0.9999999997619398,5.540498871902743e-09
2013-10-29,0.999972264336672,0.00031875983771459783
2013-10-30,0.999972264336672,0.00031875983771459783
2013-10-31,0.999972264336672,0.00031875983771459783
2013-11-01,0.999972264336672,0.00031875983771459783
2013-11-05,0.999972264336672,0.00031875983771459783
2013-11-06,0.999972264336672,0.00031875983771459783
2013-11-07,0.999972264336672,0.00031875983771459783
2013-11-08,0.999972264336672,0.00031875983771459783
2013-11-11,0.999972264336672,0.00031875983771459783
2013-11-12,0.999972264336672,0.00031875983771459783
2013-11-13,0.999972264336672,0.00031875983771459783
2013-11-14,0.999972264336672,0.00031875983771459783
2013-11-18,0.999972264336672,0.00031875983771459783
2013-11-19,0.999972264336672,0.00031875983771459783
2013-11-20,0.999972264336672,0.00031875983771459783
2013-11-21,0.999972264336672,0.00031875983771459783
2013-11-22,0.999972264336672,0.00031875983771459783
2013-11-25,0.999972264336672,0.00031875983771459783
2013-11-26,0.999972264336672,0.00031875983771459783
2013-11-27,0.999972264336672,0.00031875983771459783
2013-11-28,0.999972264336672,0.00031875983771459783
2013-11-29,0.9999999983926956,3.4176586741267804e-08
2013-12-02,0.9999999983926956,3.4176586741267804e-08
2013-12-03,0.9999999983926956,3.4176586741267804e-08
2013-12-04,0.9999999983926956,3.4176586741267804e-08
2013-12-05,0.9999999983926956,3.4176586741267804e-08
2013-12-06,0.9999999983926956,3.4176586741267804e-08
2013-12-09,0.9999999983926956,3.4176586741267804e-08
2013-12-10,0.9999999983926956,3.4176586741267804e-08
2013-12-11,0.9999999983926956,3.4176586741267804e-08
2013-12-12,0.9999999983926956,3.4176586741267804e-08
2013-12-13,0.9999999983926956,3.4176586741267804e-08
2013-12-16,0.9999999983926956,3.4176586741267804e-08
2013-12-17,0.9999999983926956,3.4176586741267804e-08
2013-12-18,0.9999999983926956,3.4176586741267804e-08
2013-12-19,0.9999999983926956,3.4176586741267804e-08
2013-12-20,0.9999999983926956,3.4176586741267804e-08
2013-12-23,0.9999999983926956,3.4176586741267804e-08
2013-12-24,0.9999999983926956,3.4176586741267804e-08
2013-12-26,0.9999999983926956,3.4176586741267804e-08
2013-12-27,0.9999999983926956,3.4176586741267804e-08
2013-12-30,0.9999999983926956,3.4176586741267804e-08
2013-12-31,0.9999997396203408,4.208054856292194e-06
2014-01-01,0.9999997396203408,4.208054856292194e-06
2014-01-02,0.9999997396203408,4.208054856292194e-06
2014-01-03,0.9999997396203408,4.208054856292194e-06
2014-01-06,0.9999997396203408,4.208054856292194e-06
2014-01-07,0.9999997396203408,4.208054856292194e-06
2014-01-08,0.9999997396203408,4.208054856292194e-06
2014-01-09,0.9999997396203408,4.208054856292194e-06
2014-01-10,0.9999997396203408,4.208054856292194e-06
2014-01-13,0.9999997396203408,4.208054856292194e-06
2014-01-14,0.9999997396203408,4.208054856292194e-06
2014-01-15,0.9999997396203408,4.208054856292194e-06
2014-01-16,0.9999997396203408,4.208054856292194e-06
2014-01-17,0.9999997396203408,4.208054856292194e-06
2014-01-20,0.9999997396203408,4.208054856292194e-06
2014-01-21,0.9999997396203408,4.208054856292194e-06
2014-01-22,0.9999997396203408,4.208054856292194e-06
2014-01-23,0.9999997396203408,4.208054856292194e-06
2014-01-24,0.9999997396203408,4.208054856292194e-06
2014-01-27,0.9999997396203408,4.208054856292194e-06
2014-01-28,0.9999997396203408,4.208054856292194e-06
2014-01-29,0.9994926976904694,0.004355879376129453
2014-01-30,0.9994926976904694,0.004355879376129453
2014-01-31,0.9994926976904694,0.004355879376129453
2014-02-03,0.9994926976904694,0.004355879376129453
2014-02-04,0.9994926976904694,0.004355879376129453
2014-02-05,0.9994926976904694,0.004355879376129453
2014-02-06,0.9994926976904694,0.004355879376129453
2014-02-07,0.9994926976904694,0.004355879376129453
2014-02-10,0.9994926976904694,0.004355879376129453
2014-02-11,0.9994926976904694,0.004355879376129453
2014-02-12,0.9994926976904694,0.004355879376129453
2014-02-13,0.9994926976904694,0.004355879376129453
2014-02-14,0.9994926976904694,0.004355879376129453
2014-02-17,0.9994926976904694,0.004355879376129453
2014-02-18,0.9994926976904694,0.004355879376129453
2014-02-19,0.9994926976904694,0.004355879376129453
2014-02-20,0.9994926976904694,0.004355879376129453
2014-02-21,0.9994926976904694,0.004355879376129453
2014-02-24,0.9994926976904694,0.004355879376129453
2014-02-25,0.9994926976904694,0.004355879376129453
2014-02-26,0.9994926976904694,0.004355879376129453
2014-02-28,1.0,5.526204223185709e-11
2014-03-03,1.0,5.526204223185709e-11
2014-03-04,1.0,5.526204223185709e-11
2014-03-05,1.0,5.526204223185709e-11
2014-03-06,1.0,5.526204223185709e-11
2014-03-07,1.0,5.526204223185709e-11
2014-03-10,1.0,5.526204223185709e-11
2014-03-11,1.0,5.526204223185709e-11
2014-03-12,1.0,5.526204223185709e-11
2014-03-13,1.0,5.526204223185709e-11
2014-03-14,1.0,5.526204223185709e-11
2014-03-18,1.0,5.526204223185709e-11
2014-03-19,1.0,5.526204223185709e-11
2014-03-20,1.0,5.526204223185709e-11
2014-03-21,1.0,5.526204223185709e-11
2014-03-24,1.0,5.526204223185709e-11
2014-03-25,1.0,5.526204223185709e-11
2014-03-26,1.0,5.526204223185709e-11
2014-03-27,1.0,5.526204223185709e-11
2014-03-28,1.0,5.526204223185709e-11
2014-03-31,1.0,5.526204223185709e-11
2014-04-01,1.0,5.526204223185709e-11
2014-04-02,1.0,5.526204223185709e-11
2014-04-03,1.0,5.526204223185709e-11
2014-04-04,1.0,5.526204223185709e-11
2014-04-07,1.0,5.526204223185709e-11
2014-04-09,1.0,5.526204223185709e-11
2014-04-10,1.0,5.526204223185709e-11
2014-04-11,1.0,5.526204223185709e-11
2014-04-15,1.0,5.526204223185709e-11
2014-04-16,1.0,5.526204223185709e-11
2014-04-17,1.0,5.526204223185709e-11
2014-04-21,1.0,5.526204223185709e-11
2014-04-22,1.0,5.526204223185709e-11
2014-04-23,1.0,5.526204223185709e-11
2014-04-25,1.0,5.526204223185709e-11
2014-04-28,1.0,5.526204223185709e-11
2014-04-29,1.0,5.526204223185709e-11
2014-04-30,1.0,5.526204223185709e-11
2014-05-02,1.0,5.526204223185709e-11
2014-05-05,1.0,5.526204223185709e-11
